"chrom","start","end","degree","closeness","betweenness","Local_cluster_coefficient","Eigenvector_centrality","membership"
"chr3L",3193722,3196888,3,8.65056229300799e-06,0,0,2.31778617003888e-18,35
"chr3L",3892999,3893400,1,8.6504225623179e-06,0,NA,6.20207110113545e-18,2
"chr3L",3899423,3901790,3,8.6504225623179e-06,0,0,4.23410598726769e-18,2
"chr3L",3983987,3984284,3,8.72767725243477e-06,0.5,0,1.13635273621878e-17,3
"chr3L",3984292,3984720,3,8.72767725243477e-06,2.5,0,1.93288800882221e-17,3
"chr3L",4170248,4170362,4,8.67618140357104e-06,0,0.166666666666667,0,36
"chr3L",4168679,4169159,2,8.67618140357104e-06,0,1,0,36
"chr3L",4253015,4253384,1,8.65043675216848e-06,0,NA,3.39667169599988e-18,37
"chr3L",4417537,4417936,2,8.72668257982262e-06,0.333333333333333,0,0,38
"chr3L",4418141,4418427,2,8.72668257982262e-06,0.333333333333333,0,0,38
"chr3L",4414908,4415179,2,8.72668257982262e-06,0.333333333333333,0,0,38
"chr3L",4470288,4470717,1,8.67583528383631e-06,0,NA,2.31004063149291e-18,39
"chr3L",4471971,4472412,1,8.67583528383631e-06,0,NA,1.651031165938e-18,39
"chr3L",4586422,4586813,1,8.65048308262266e-06,0,NA,1.59426321861159e-18,40
"chr3L",5194639,5195093,4,8.67599808734964e-06,0,0.166666666666667,1.48776231911143e-17,41
"chr3L",5189166,5189592,2,8.67599808734964e-06,0,1,1.12796612019936e-17,41
"chr3L",5202975,5203243,1,8.83076256206047e-06,0,NA,0,7
"chr3L",5203607,5204088,1,8.83076256206047e-06,0,NA,0,7
"chr3L",5319683,5320110,1,8.67617562560546e-06,0,NA,3.83685395845563e-19,6
"chr3L",5360040,5360383,1,8.6753573954189e-06,0,NA,0,4
"chr3L",5368716,5368977,2,8.67576832834658e-06,1,0,4.83626980363521e-17,4
"chr3L",5404878,5405317,1,8.65043966088856e-06,0,NA,2.84707659684714e-18,42
"chr3L",5634375,5634723,3,8.65043549532304e-06,0,0,3.01605411172391e-18,43
"chr3L",5680515,5680925,3,8.83174945279444e-06,0,0.666666666666667,0,55
"chr3L",5681014,5681515,3,8.83174945279444e-06,0,0.666666666666667,4.09930981806178e-18,55
"chr3L",5704233,5705021,2,8.62515094014145e-06,0,0,1.93478679014523e-18,5
"chr3L",5831737,5832576,2,8.70192423956793e-06,0,0,0,44
"chr3L",5834269,5834716,2,8.70192423956793e-06,1,0,0,44
"chr3L",6335183,6335777,1,8.6757441660252e-06,0,NA,0,45
"chr3L",6339386,6340089,1,8.6757441660252e-06,0,NA,0,45
"chr3L",6806932,6807387,1,8.65058917664427e-06,0,NA,1.48326209545275e-18,46
"chr3L",6941527,6941993,3,8.75387397912237e-06,0,0,0,47
"chr3L",6942872,6943411,3,8.75387397912237e-06,0,0,0,47
"chr3L",6943493,6944021,3,8.75387397912237e-06,3,0,0,47
"chr3L",6957480,6958027,2,8.67474249660198e-06,1,0,0,48
"chr3L",6977795,6978268,2,8.6761797069981e-06,1,0,1.40288153392804e-18,6
"chr3L",7099256,7099673,4,8.70162052909874e-06,2,0,5.63257643298361e-18,67
"chr3L",7165890,7166216,3,8.70140460439906e-06,3,0,3.63233573424257e-17,49
"chr3L",7196692,7197340,1,8.83187978629693e-06,0,NA,0,7
"chr3L",7320979,7321547,2,8.67583212873992e-06,1,0,2.1877077075965e-17,50
"chr3L",7599374,7599734,3,8.75261460923043e-06,6,0,1.16402446707501e-17,51
"chr3L",7766770,7767067,2,8.75261091855233e-06,1,0,0,51
"chr3L",7811825,7812304,2,8.70134756120949e-06,0,1,5.86691062093426e-18,52
"chr3L",7813817,7814202,2,8.70134756120949e-06,0,1,7.58130186070144e-18,52
"chr3L",7814686,7815149,5,8.70149383834274e-06,0,0.2,1.3233240922403e-17,52
"chr3L",7962843,7963174,2,9.01575074016976e-06,14,0,1.04574009419156e-17,54
"chr3L",8095287,8095754,1,8.65051916074999e-06,0,NA,2.01802101786324e-18,53
"chr3L",8310476,8310974,2,8.83163956859165e-06,0,0,1.18370578963639e-17,7
"chr3L",8313614,8313899,2,8.83163956859165e-06,0,0,9.72822927849878e-18,7
"chr3L",8325087,8325431,1,9.01413210279731e-06,0,NA,0,54
"chr3L",8334439,8334511,7,9.02024868370531e-06,80,0,2.88854667027187e-16,54
"chr3L",8365133,8365483,3,8.83213756361812e-06,5.5,0,5.13752095105855e-18,7
"chr3L",8362073,8362865,3,8.83213756361812e-06,5.5,0,0,7
"chr3L",8378800,8379157,6,8.83222081840844e-06,23,0,9.1818488055296e-17,7
"chr3L",8432988,8433408,2,9.01919150119279e-06,36,0,8.48509660140969e-18,54
"chr3L",8452745,8453198,2,9.02004752001941e-06,7,0,0,54
"chr3L",8449434,8449825,3,9.02018162814639e-06,46,0,1.77954270074308e-18,54
"chr3L",8668700,8669143,3,8.83175958599388e-06,2,0.666666666666667,0,55
"chr3L",8669228,8669590,7,8.83192206121972e-06,3,0.285714285714286,0,55
"chr3L",8675093,8675548,6,8.8320845424237e-06,16,0.2,1.34795466306658e-17,55
"chr3L",8680864,8681144,2,8.83157370932989e-06,3,0,0,55
"chr3L",8682048,8682347,2,8.83157370932989e-06,3,0,0,55
"chr3L",9041692,9042114,1,8.65036615268207e-06,0,NA,4.27929255814437e-18,56
"chr3L",9130229,9130632,1,8.75349725283999e-06,0,NA,0,8
"chr3L",9138836,9139313,1,8.65004846244449e-06,0,NA,6.07572277861251e-18,57
"chr3L",9364722,9365360,5,8.753498757117e-06,4,0.1,0,8
"chr3L",9367137,9368094,2,8.75323277998268e-06,0,1,0,8
"chr3L",9369289,9370771,4,8.75343239778286e-06,0,0.166666666666667,0,8
"chr3L",9375000,9375854,8,8.75357285772863e-06,2,0.107142857142857,0,8
"chr3L",9587923,9588249,1,8.77947557796507e-06,0,NA,5.60453738947678e-18,59
"chr3L",9607946,9608276,5,8.77969946057097e-06,14,0,4.16987404047102e-18,59
"chr3L",9750676,9751031,1,8.65032884894785e-06,0,NA,5.11957010153687e-18,58
"chr3L",9874340,9874760,2,8.77962162989244e-06,5,0,1.58012920876268e-17,59
"chr3L",10318414,10319005,1,8.65040066709593e-06,0,NA,4.11132949404808e-18,60
"chr3L",10345203,10345508,2,8.7518131533565e-06,4,0,0,51
"chr3L",10402173,10402648,1,8.65057170773567e-06,0,NA,0,61
"chr3L",10716839,10717186,2,8.67563110813472e-06,1,0,2.80631098423203e-17,62
"chr3L",10753536,10753865,2,8.6750625556462e-06,1,0,4.42762618946566e-17,63
"chr3L",10758023,10758709,1,8.65059026807924e-06,0,NA,0,64
"chr3L",10772335,10772813,1,8.65046510282539e-06,0,NA,2.58190806555846e-18,65
"chr3L",10996189,10996421,3,8.701671932141e-06,0.5,0.666666666666667,1.08639382584124e-17,66
"chr3L",10999845,11000124,5,8.701671932141e-06,0.5,0.2,2.11616539704355e-17,66
"chr3L",11149762,11150088,2,8.70162052909874e-06,2,0,3.95443645477147e-18,67
"chr3L",11270171,11270659,2,8.67609484773201e-06,1,0,2.27619923775485e-18,68
"chr3L",11282288,11282860,1,8.65059032891823e-06,0,NA,0,69
"chr3L",11322413,11322878,2,8.69940687301966e-06,0.5,0,0,70
"chr3L",11319090,11319775,2,8.69940687301966e-06,0.5,0,0,70
"chr3L",11435528,11435774,1,8.65003889307386e-06,0,NA,0,71
"chr3L",11590805,11591124,1,8.6505125443051e-06,0,NA,5.00885760220887e-18,72
"chr3L",11619229,11619534,3,8.70191260111095e-06,3,0,1.17790161761378e-18,73
"chr3L",12097659,12097894,1,8.67601000359976e-06,0,NA,4.93555580831796e-18,10
"chr3L",12300279,12300616,1,8.65047575698723e-06,0,NA,3.6280209951101e-18,74
"chr3L",12575174,12575534,1,8.70173931637215e-06,0,NA,3.60242075590305e-18,17
"chr3L",12570088,12570404,1,8.70173931637215e-06,0,NA,2.25784284386988e-18,17
"chr3L",12581451,12582068,1,8.70117417662542e-06,0,NA,0,75
"chr3L",12582859,12583535,1,8.70117417662542e-06,0,NA,0,75
"chr3L",12579142,12579736,1,8.70117417662542e-06,0,NA,0,75
"chr3L",12620787,12621271,1,8.65007837295297e-06,0,NA,1.30782149300885e-17,76
"chr3L",13110186,13110787,1,8.70103566432365e-06,0,NA,0,77
"chr3L",13107201,13107704,1,8.70103566432365e-06,0,NA,0,77
"chr3L",13109140,13110022,1,8.70103566432365e-06,0,NA,0,77
"chr3L",13265189,13266090,3,8.65048745574019e-06,0,0,2.54732060262662e-18,9
"chr3L",13259993,13260321,1,8.65048745574019e-06,0,NA,2.09656943291096e-18,9
"chr3L",13490737,13491158,2,8.67607291050444e-06,1,0,4.10235552531184e-18,10
"chr3L",14030534,14030929,2,8.67605819215704e-06,0,1,3.61529614038674e-18,78
"chr3L",14034529,14035110,4,8.67605819215704e-06,0,0.166666666666667,5.98600594119835e-18,78
"chr3L",14264638,14265052,1,8.65045496718941e-06,0,NA,4.85127764775744e-18,79
"chr3L",14304927,14305338,2,8.62515094014145e-06,0,0,3.74795094598052e-17,11
"chr3L",14509852,14510281,2,8.62515094014145e-06,0,0,2.41061772468165e-17,12
"chr3L",14690229,14690422,1,8.65024635868975e-06,0,NA,0,80
"chr3L",15237957,15238354,1,8.70122499103859e-06,0,NA,3.22055565991838e-18,81
"chr3L",15243517,15244009,2,8.70145387736556e-06,2,0,7.27515361240463e-18,81
"chr3L",15530094,15530542,2,8.91155684070944e-06,0,0,0,14
"chr3L",15536371,15536839,9,8.91305296727919e-06,13.5,0.138888888888889,1.04193039218375e-16,14
"chr3L",15538786,15538987,9,8.91305296727919e-06,27.5,0.138888888888889,9.34706967048392e-17,14
"chr3L",15546383,15546687,3,8.72642154424566e-06,1.5,0,5.10280049072226e-16,82
"chr3L",15549954,15551048,3,8.72642154424566e-06,1.5,0,4.71027737605132e-16,82
"chr3L",15590490,15590848,3,8.80639806969616e-06,0,0.666666666666667,7.78838850689436e-19,13
"chr3L",15592121,15592385,3,8.80639806969616e-06,1,0.666666666666667,0,13
"chr3L",15592539,15592995,3,8.80639806969616e-06,0,0.666666666666667,1.77964301451088e-18,13
"chr3L",15593401,15593846,3,8.80639806969616e-06,0,0.666666666666667,0,13
"chr3L",15594976,15595402,9,8.80640810998349e-06,6,0.277777777777778,6.81388840063162e-18,13
"chr3L",15596115,15596430,6,8.80640559990951e-06,0,0.333333333333333,8.77791980950311e-18,13
"chr3L",15597594,15597847,6,8.80640559990951e-06,4,0.333333333333333,5.48036220415841e-18,13
"chr3L",16015353,16015806,4,8.72501239142401e-06,6,0,1,83
"chr3L",16208013,16208251,1,8.6504747148946e-06,0,NA,2.07315458509986e-18,84
"chr3L",16332818,16333203,4,8.91240655690824e-06,0,0.833333333333333,0,14
"chr3L",16333884,16334934,9,8.91294332985649e-06,1.75,0.305555555555556,0,14
"chr3L",16334943,16335437,9,8.91294332985649e-06,1.75,0.305555555555556,0,14
"chr3L",16616077,16616511,1,8.70182745989626e-06,0,NA,1.43770743850197e-18,85
"chr3L",16838089,16838429,1,8.65044633731063e-06,0,NA,2.54771181514712e-18,86
"chr3L",16900903,16901283,1,8.65043792827263e-06,0,NA,5.22543543789109e-18,87
"chr3L",17027171,17027554,1,8.64992527789772e-06,0,NA,1.6909107116789e-17,88
"chr3L",17309170,17309492,2,8.70179782498303e-06,0,1,9.20359914999591e-18,89
"chr3L",17371148,17371607,1,8.65053286817805e-06,0,NA,5.42336735875136e-20,90
"chr3L",17439141,17439579,5,8.70183978643856e-06,0.5,0.2,1.10732430728338e-17,89
"chr3L",17434742,17435365,2,8.70181101413651e-06,0,1,4.30573367773256e-18,89
"chr3L",17563061,17563486,2,8.67595552116095e-06,1,0,1.12574930051956e-17,91
"chr3L",18006257,18006665,2,8.67579322957152e-06,1,0,3.58994120169984e-17,15
"chr3L",18066199,18066526,1,8.6503302659695e-06,0,NA,3.19870992611373e-18,92
"chr3L",18236564,18236912,1,8.67558595888667e-06,0,NA,0,93
"chr3L",18238379,18238760,1,8.67558595888667e-06,0,NA,0,93
"chr3L",18742631,18743327,2,8.67603343747417e-06,1,0,6.31396416708435e-18,94
"chr3L",18780122,18780493,5,8.70135340583743e-06,0,0.2,2.30398854512377e-17,16
"chr3L",18775691,18776083,2,8.70135340583743e-06,0,1,3.50124469835096e-17,16
"chr3L",18776750,18777231,2,8.70135340583743e-06,0,1,3.98501181762104e-17,16
"chr3L",18983980,18984638,1,8.67604931645991e-06,0,NA,3.50413631001854e-18,26
"chr3L",19131862,19132353,2,8.67609763545325e-06,1,0,3.26729438003693e-18,95
"chr3L",19557363,19557792,1,8.65006995228443e-06,0,NA,1.61349839455161e-17,96
"chr3L",19876327,19876843,2,8.70178405690638e-06,0,0,8.43805602773156e-18,97
"chr3L",19885194,19885518,2,8.70187971302329e-06,0,0,1.84889355829597e-18,97
"chr3L",19884184,19884676,2,8.70187971302329e-06,1,0,6.20723230646265e-18,97
"chr3L",19910018,19910501,1,8.65057381045153e-06,0,NA,0,98
"chr3L",19929304,19929597,1,8.65004245593035e-06,0,NA,6.76086127903183e-19,99
"chr3L",20150252,20150555,1,8.6757605701564e-06,0,NA,5.54773361502838e-19,100
"chr3L",20149256,20149722,1,8.6757605701564e-06,0,NA,0,100
"chr3L",20764311,20764496,3,8.70182666739196e-06,3,0,3.31198135155217e-18,17
"chr3L",21166337,21166702,1,8.7018243057815e-06,0,NA,1.39280927563831e-18,85
"chr3L",21167240,21167669,1,8.7018243057815e-06,0,NA,1.01769831495582e-18,85
"chr3L",230125,230826,1,8.77824179214029e-06,0,NA,0,18
"chr3L",225602,226377,1,8.77824179214029e-06,0,NA,0,18
"chr3L",226436,226945,1,8.77824179214029e-06,0,NA,0,18
"chr3L",227764,228260,1,8.77824179214029e-06,0,NA,0,18
"chr3L",228451,228786,1,8.77824179214029e-06,0,NA,0,18
"chr3L",228806,229201,1,8.77824179214029e-06,0,NA,0,18
"chr3L",471452,471919,2,8.72714664426201e-06,0.333333333333333,0,0,19
"chr3L",472895,473387,2,8.72714664426201e-06,0.333333333333333,0,6.11937683232589e-19,19
"chr3L",474061,474400,2,8.72714664426201e-06,0.333333333333333,0,0,19
"chr3L",2908299,2908915,4,8.72524889372243e-06,6,0,0,20
"chr3L",9388174,9388878,1,8.65059087325142e-06,0,NA,0,21
"chr3L",1167041,1167505,2,8.70160164600502e-06,0.5,0,4.17119952989608e-18,22
"chr3L",1169431,1169810,2,8.70160164600502e-06,0.5,0,7.62441786681321e-18,22
"chr3L",1465821,1466172,1,9.01675549828954e-06,0,NA,0,54
"chr3L",3373375,3373768,1,9.01684037776316e-06,0,NA,9.72907599898648e-19,54
"chr3L",3639630,3639966,1,8.65045003467347e-06,0,NA,4.18836057911154e-18,23
"chr3L",18877781,18878115,1,8.65056954006635e-06,0,NA,2.90391623225282e-19,24
"chr3L",1796473,1797143,1,8.70121088558895e-06,0,NA,0,25
"chr3L",3557785,3558168,1,8.69976972317831e-06,0,NA,0,25
"chr3L",20288045,20288453,1,8.70121119131026e-06,0,NA,1.09923010876623e-18,25
"chr3L",21077684,21078164,2,8.67610005417962e-06,1,0,2.38445849886172e-18,26
"chr3L",13194135,13194536,1,8.65037047951194e-06,0,NA,7.25965152043268e-18,27
"chr3L",4388632,4389181,1,8.65058620354239e-06,0,NA,0,28
"chr3L",6822376,6822652,1,8.6761630889288e-06,0,NA,0,29
"chr3L",11184582,11185052,1,8.67614210562281e-06,0,NA,1.5068420177455e-18,29
"chr3L",2736801,2737072,2,8.69935035216927e-06,0.5,0,1.3738309013483e-16,30
"chr3L",2737521,2737977,2,8.69935035216927e-06,0.5,0,1.17756934401283e-16,30
"chr3L",2952738,2953099,2,8.67617233514117e-06,1,0,1.10202484433244e-18,31
"chr3L",2917203,2917605,1,8.65054942644868e-06,0,NA,0,32
"chr3L",7359140,7359659,1,8.65048899763184e-06,0,NA,4.25250021366926e-18,33
"chr3L",3536206,3536729,1,8.67598113591604e-06,0,NA,1.32728338020602e-18,34
"chr3L",22171550,22172041,1,8.67598958339726e-06,0,NA,4.93464059209484e-18,34
"chr3L",3196913,3197511,1,8.65056229300799e-06,0,NA,0,35
"chr3L",7426754,7427148,2,8.72743728162377e-06,0,0,6.2748916013307e-18,3
"chr3L",9425006,9425434,2,8.7276638871785e-06,1,0,0,3
"chr3L",4171688,4172078,2,8.67618140357104e-06,0,1,1.88647442515413e-18,36
"chr3L",4965170,4965614,1,8.65043675216848e-06,0,NA,3.82377978597242e-18,37
"chr3L",5795099,5795544,3,8.72687401359892e-06,1.5,0,3.27636638481973e-17,38
"chr3L",5793187,5794104,3,8.72687401359892e-06,1.5,0,2.7079536830243e-17,38
"chr3L",11985220,11985587,2,8.675952631462e-06,1,0,1.08656898287234e-17,39
"chr3L",10629442,10629777,1,8.65048308262266e-06,0,NA,2.6755454330362e-18,40
"chr3L",5197153,5197579,2,8.67599808734964e-06,0,1,1.05399169656567e-17,41
"chr3L",5371112,5371574,1,8.67576029309188e-06,0,NA,0,4
"chr3L",5443477,5443957,1,8.65043966088856e-06,0,NA,4.63443335946782e-18,42
"chr3L",5638858,5639281,1,8.65043549532304e-06,0,NA,4.19844076107124e-18,43
"chr3L",8670688,8671538,4,8.83159711674583e-06,1,0.5,1.5298564669299e-17,55
"chr3L",6051546,6051905,2,8.70192423956793e-06,1,0,0,44
"chr3L",7802032,7802285,2,8.70191854910317e-06,0,0,0,44
"chr3L",6344705,6345105,2,8.67589188439867e-06,1,0,1.71709093599042e-17,45
"chr3L",7154087,7154489,1,8.65058917664427e-06,0,NA,0,46
"chr3L",6946458,6946881,3,8.75387397912237e-06,0,0,0,47
"chr3L",6947254,6947931,3,8.75387397912237e-06,0,0,0,47
"chr3L",6947976,6948343,3,8.75387397912237e-06,3,0,0,47
"chr3L",7776209,7776530,1,8.6740202572256e-06,0,NA,0,48
"chr3L",7777298,7777715,1,8.6740202572256e-06,0,NA,0,48
"chr3L",8226409,8226813,1,8.67617615916195e-06,0,NA,1.87740576282887e-18,6
"chr3L",7103972,7104365,1,8.7014000931078e-06,0,NA,2.86368244065612e-18,67
"chr3L",7177787,7178259,1,8.70105257677148e-06,0,NA,0,49
"chr3L",7178853,7179115,1,8.70105257677148e-06,0,NA,0,49
"chr3L",7179248,7179717,1,8.70105257677148e-06,0,NA,0,49
"chr3L",19023479,19024003,1,8.67565453589796e-06,0,NA,2.53488590600242e-18,50
"chr3L",19019669,19020119,1,8.67565453589796e-06,0,NA,0,50
"chr3L",7795294,7795663,2,8.75261276389099e-06,1.5,0,1.44287329062026e-19,51
"chr3L",7793897,7794364,2,8.75261276389099e-06,1.5,0,0,51
"chr3L",7817887,7818332,3,8.70149383834274e-06,1,0.666666666666667,1.26283966851756e-17,52
"chr3L",8443607,8444262,1,9.01318145804063e-06,0,NA,0,54
"chr3L",8444728,8445240,2,9.01795414813321e-06,26,0,9.27572076943702e-18,54
"chr3L",8114436,8114755,1,8.65051916074999e-06,0,NA,4.57793633734648e-18,53
"chr3L",8384117,8384402,1,8.83200786245519e-06,0,NA,0,7
"chr3L",9708841,9709332,2,9.01914595590078e-06,0,0,9.35441302925018e-18,54
"chr3L",8686339,8686765,2,8.83107408297411e-06,1,0,7.61793515610811e-18,55
"chr3L",14556816,14557148,1,8.65036615268207e-06,0,NA,3.38874906091896e-18,56
"chr3L",9187604,9188102,1,8.65004846244449e-06,0,NA,6.07771263695154e-18,57
"chr3L",9377096,9378252,6,8.75357285772863e-06,3,0.2,0,8
"chr3L",11286597,11287003,1,8.77968461361583e-06,0,NA,0,59
"chr3L",11287417,11287871,1,8.77968461361583e-06,0,NA,2.75957565786216e-18,59
"chr3L",11505521,11506298,1,8.77949479192256e-06,0,NA,4.79723197067348e-18,59
"chr3L",9757351,9757646,1,8.65032884894785e-06,0,NA,3.63884299293124e-18,58
"chr3L",10390881,10391240,1,8.77836805911348e-06,0,NA,5.02272983447482e-18,59
"chr3L",10436059,10436287,1,8.65040066709593e-06,0,NA,3.27282145936329e-18,60
"chr3L",10561531,10562191,1,8.75075462256092e-06,0,NA,1.29983658574582e-17,51
"chr3L",10408011,10408290,1,8.65057170773567e-06,0,NA,3.54166423894549e-19,61
"chr3L",10726203,10726541,1,8.67535302082747e-06,0,NA,0,62
"chr3L",10728878,10729141,1,8.67535302082747e-06,0,NA,0,62
"chr3L",10786511,10787053,1,8.67450027470611e-06,0,NA,6.1407166018766e-18,63
"chr3L",10788548,10788833,1,8.67450027470611e-06,0,NA,1.11637873322882e-17,63
"chr3L",10764074,10764657,1,8.65059026807924e-06,0,NA,0,64
"chr3L",15298023,15298305,1,8.65046510282539e-06,0,NA,3.93507917568113e-18,65
"chr3L",11001307,11001560,2,8.70158501324348e-06,0,1,5.74162510137724e-18,66
"chr3L",11001990,11002371,2,8.70158501324348e-06,0,1,7.78689412112921e-18,66
"chr3L",14812982,14813266,1,8.70143466487785e-06,0,NA,6.21025587322788e-18,67
"chr3L",11410612,11410923,1,8.67604860421897e-06,0,NA,3.43060529341716e-18,68
"chr3L",11414032,11414292,1,8.67604860421897e-06,0,NA,1.28554987915749e-18,68
"chr3L",23173501,23173816,1,8.65059032891823e-06,0,NA,0,69
"chr3L",11325885,11326076,2,8.69940687301966e-06,0.5,0,0,70
"chr3L",11328898,11329683,2,8.69940687301966e-06,0.5,0,0,70
"chr3L",11440786,11441044,1,8.65003889307386e-06,0,NA,0,71
"chr3L",22575269,22575662,1,8.6505125443051e-06,0,NA,1.01854990635568e-18,72
"chr3L",12117649,12118107,1,8.70187532466726e-06,0,NA,2.97719275054534e-18,73
"chr3L",12510518,12510899,1,8.70191114131775e-06,0,NA,0,73
"chr3L",12513004,12513364,1,8.70191114131775e-06,0,NA,3.39158879107123e-19,73
"chr3L",12321646,12322049,1,8.65047575698723e-06,0,NA,2.96394695555721e-18,74
"chr3L",13474115,13475461,3,8.70147756980732e-06,3,0,3.21251439409658e-17,75
"chr3L",16316846,16317350,1,8.65007837295297e-06,0,NA,8.78167984779207e-18,76
"chr3L",21530874,21531285,3,8.70139445610137e-06,3,0,3.74320577184784e-17,77
"chr3L",17061601,17062062,1,8.67602139394771e-06,0,NA,3.33193647718248e-18,10
"chr3L",14035812,14036037,2,8.67605819215704e-06,0,1,5.56454176868396e-18,78
"chr3L",16422155,16422575,1,8.65045496718941e-06,0,NA,3.33280395398454e-18,79
"chr3L",14699658,14700032,1,8.65024635868975e-06,0,NA,0,80
"chr3L",15249975,15250400,2,8.70145387736556e-06,2,0,4.35590236903492e-18,81
"chr3L",15342940,15343242,1,8.70119208732777e-06,0,NA,1.31174412282871e-18,81
"chr3L",16335628,16336095,5,8.91294332985649e-06,1.75,0.7,0,14
"chr3L",16337496,16337925,5,8.91294332985649e-06,1.75,0.7,0,14
"chr3L",16455454,16455736,2,8.91291371689777e-06,0.5,0,0,14
"chr3L",16451725,16452147,2,8.91291371689777e-06,0.5,0,0,14
"chr3L",16188547,16188930,2,8.72640140471098e-06,1,0,8.58644313342689e-18,82
"chr3L",16435396,16435825,2,8.72443859744249e-06,0,0,4.71027737605132e-16,82
"chr3L",16430619,16431030,2,8.72443859744249e-06,0,0,3.92523114670943e-16,82
"chr3L",15601964,15602364,3,8.80618964382502e-06,0,0.666666666666667,1.61221920824904e-17,13
"chr3L",16035448,16036039,1,8.72289939831681e-06,0,NA,0.5,83
"chr3L",16031607,16033032,1,8.72289939831681e-06,0,NA,0.499999999999999,83
"chr3L",16033521,16034069,1,8.72289939831681e-06,0,NA,0.499999999999999,83
"chr3L",16034626,16035064,1,8.72289939831681e-06,0,NA,0.5,83
"chr3L",16212148,16212674,1,8.6504747148946e-06,0,NA,2.99715579229439e-18,84
"chr3L",21194091,21194464,3,8.70186829367491e-06,3,0,5.08590368187739e-18,85
"chr3L",18750199,18751271,1,8.65044633731063e-06,0,NA,4.35336357215076e-18,86
"chr3L",18998560,18999225,1,8.65043792827263e-06,0,NA,5.14475009696437e-19,87
"chr3L",17175219,17175581,1,8.64992527789772e-06,0,NA,1.08432908928657e-17,88
"chr3L",17444019,17444377,3,8.70183978643856e-06,0.5,0.666666666666667,7.75317048822602e-18,89
"chr3L",17377014,17379424,1,8.65053286817805e-06,0,NA,3.48332855684896e-18,90
"chr3L",17570508,17570817,1,8.67583961826821e-06,0,NA,9.05910012526539e-19,91
"chr3L",17571016,17571455,1,8.67583961826821e-06,0,NA,3.8235072461153e-18,91
"chr3L",18011833,18012266,1,8.67578670086024e-06,0,NA,0,15
"chr3L",18073060,18073600,1,8.6503302659695e-06,0,NA,5.77142887999279e-18,92
"chr3L",18243997,18244461,2,8.6757864087402e-06,1,0,1.85072621185292e-17,93
"chr3L",20975035,20975377,1,8.67595649014015e-06,0,NA,1.19878520329169e-18,94
"chr3L",20978345,20978746,1,8.67595649014015e-06,0,NA,3.24392165821339e-18,94
