"chr","start","end","name","H3K27Ac.wig","H3K27Me3.wig","H3K4Me1.wig","H3K4Me3.wig","H3K9Ac.wig","H3K27Ac.wig_pvalue","H3K27Ac.wig_difference","H3K27Me3.wig_pvalue","H3K27Me3.wig_difference","H3K4Me1.wig_pvalue","H3K4Me1.wig_difference","H3K4Me3.wig_pvalue","H3K4Me3.wig_difference","H3K9Ac.wig_pvalue","H3K9Ac.wig_difference","cluster.id"
"chr2R",1235627,1235947,"em_common_peak-1098",-0.370836628570259,-0.0986916965458425,-0.360797381268356,3.04031763298505,-0.0123279665555728,0,"less",1.28359474829795e-39,"more",0,"less",0,"more",2.54464139321647e-17,"less",1
"chr2R",1240730,1241223,"em_common_peak-1099",-1.7407365399824,1.53495331355675,1.64291568874623,1.60897628597598,0.535995833069178,0,"less",0,"more",1.44585350687002e-29,"less",0,"more",0.0316311221240323,"more",1
"chr2R",1258719,1259010,"em_common_peak-1100",1.61686196439776,-0.632774356714495,-0.362711956815503,-0.143288848815418,0.548114803841031,0,"more",1.54383188570229e-39,"less",0,"less",3.23699437338517e-258,"less",0.0171414194295064,"more",1
"chr2R",1266976,1267289,"em_common_peak-1101",-1.31655727595239,-2.41135633379958,0.738186459109685,0.605481668526995,67.7086178237782,0,"less",0,"less",0,"less",9.99779436808261e-68,"more",0,"more",1
"chr2R",1273673,1273864,"em_common_peak-1102",0,0,0,0,2.10332051556984e-255,4.24972429227104e-43,"less",1.06784770744574e-72,"more",0,"less",5.08170005874236e-132,"less",1.91703105755005e-16,"less",1
"chr2R",1280285,1280639,"em_common_peak-1103",0,0,0,0,0,4.24972429227104e-43,"less",1.06784770744574e-72,"more",0,"less",5.08170005874236e-132,"less",1.91703105755005e-16,"less",1
"chr2R",1328929,1329393,"em_common_peak-1104",-2.57979584329982,-2.75496842030559,-2.24943833758199,-1.13004014877084,-0.0291793921724851,0,"less",0,"less",0,"less",0,"less",1.47015450978333e-18,"less",1
"chr2R",1344564,1344926,"em_common_peak-1105",-2.36440232172043,-1.68483974592086,-3.75427539157377,-2.66413628885127,-0.0773631328060632,0,"less",0,"less",0,"less",0,"less",2.3711585746635e-22,"less",1
"chr2R",1362840,1363151,"em_common_peak-1106",-0.488870787406826,-0.255233350468316,-0.404768013891124,0.160978036145558,10.0999247978208,0,"less",4.89171955268637e-08,"more",0,"less",1.46200970757329e-40,"less",0,"more",1
"chr2R",1372243,1372552,"em_common_peak-1107",-1.46804946913896,-4.06210191599942,-3.72465847535496,3.93443019784427,-0.0472150878972225,0,"less",0,"less",0,"less",0,"more",6.1878356344574e-20,"less",1
"chr2R",1535749,1536039,"em_common_peak-1108",3.36923525982286,-3.30688821800534,-1.34767321440861,0.906759252604302,-0.0341408990664186,0,"more",0,"less",0,"less",1.33421439528137e-318,"more",6.22435391651749e-19,"less",1
"chr2R",1571066,1571375,"em_common_peak-1109",-0.295561523244444,-2.91481878139478,4.40388467991935,0.0935999936182929,-0.105402748027279,9.43467757298444e-320,"less",0,"less",0,"more",2.39128080223412e-72,"less",9.91068371038113e-25,"less",1
"chr2R",1580103,1580395,"em_common_peak-1110",-1.74173213222906,-6.38153436044319,-3.89873566198113,2.36053835660076,-0.0751237303147056,0,"less",0,"less",0,"less",0,"more",3.62653451171668e-22,"less",1
"chr2R",1587764,1588036,"em_common_peak-1111",-0.312346371546776,-4.45646125826799,-1.76301055766993,6.15461781331326,-0.0482282605244385,0,"less",0,"less",0,"less",0,"more",5.16059207301426e-20,"less",1
"chr2R",1631920,1632315,"em_common_peak-1112",0.987409422824258,10.9157231971075,0.775788765161645,3.721502122749,-0.0334055252831513,0,"more",0,"more",0,"less",0,"more",7.07405211407353e-19,"less",1
"chr2R",1702600,1703048,"em_common_peak-1113",0.635024239666307,3.6141490902392,-4.11967992488767,-3.71722781869558,-0.0854756230571107,0,"more",0,"more",0,"less",0,"less",5.00860904568078e-23,"less",1
"chr2R",1796093,1796404,"em_common_peak-1114",0.877698596773607,-2.47118431509182e-08,3.3046227650159,-3.08473906716179e-08,4.28701245060093,0,"more",1.0678712160776e-72,"more",0,"more",5.08143520236825e-132,"less",0,"more",1
"chr2R",1828625,1828912,"em_common_peak-1115",-4.34906742265082,-6.96840371117502,-5.23650140830599,-0.25155919625871,-0.0605806886707922,0,"less",0,"less",0,"less",0,"less",5.47307879390856e-21,"less",1
"chr2R",1834862,1835216,"em_common_peak-1116",-0.587100354099319,-0.146002119151509,-1.98401450125312,-0.142382441615302,10.6052665981616,0,"less",2.23050383448477e-27,"more",0,"less",2.75685007044811e-257,"less",0,"more",1
"chr2R",1889749,1890016,"em_common_peak-1117",1.89827383612268,-4.16607284540967,-4.46425841623895,0.437322222377967,-0.086194720290643,0,"more",0,"less",0,"less",7.98907014512961e-09,"more",4.35864919231591e-23,"less",1
"chr2R",1980163,1980655,"em_common_peak-1118",15.8453709654533,-2.02875295677144,38.6199382224727,-5.6442715548374,-0.161324123095769,0,"more",0,"less",0,"more",0,"less",7.47430927494874e-30,"less",1
"chr2R",1989311,1989598,"em_common_peak-1119",0.974452567560041,-2.88228109226086,-2.61724591502713,0.76255523696443,0.540006402753126,0,"more",0,"less",0,"less",2.61989329393415e-175,"more",0.0259683582721595,"more",1
"chr2R",2002075,2002430,"em_common_peak-1120",-0.45535823576126,-6.36289980445793,-4.68766583502684,-0.850980795446431,3.79683508373082,0,"less",0,"less",0,"less",0,"less",0,"more",1
"chr2R",2012667,2013034,"em_common_peak-1121",7.84421929419459,-16.2337687531824,-5.14343860763323,-3.54049238069171,-0.113188966740642,0,"more",0,"less",0,"less",0,"less",2.05620618145768e-25,"less",1
"chr2R",2026979,2027236,"em_common_peak-1122",2.10171087472221,-4.07558071734439,-1.04654009540779,1.40739653011651,1.61443600682979,0,"more",0,"less",0,"less",0,"more",3.44273761964929e-117,"more",1
"chr2R",2048158,2048449,"em_common_peak-1123",1.36701565830409,-4.32813335254634,-2.7931160818726,1.57868670784253,-0.0479802530127776,0,"more",0,"less",0,"less",0,"more",5.39527140259858e-20,"less",1
"chr2R",2117170,2117531,"em_common_peak-1124",2.90650255150761,-4.51435816429325,-1.29519839335859,2.65678309235155,1.51406404308823,0,"more",0,"less",0,"less",0,"more",1.39798167693468e-98,"more",1
"chr2R",2127092,2127444,"em_common_peak-1125",2.97714905935234,-3.96764921268738,14.7312779304105,2.04207459792399,-0.0779426100392563,0,"more",0,"less",0,"more",0,"more",2.12363112594117e-22,"less",1
"chr2R",2143335,2143827,"em_common_peak-1126",-2.27199448754589,-4.07033063460261,-3.56265581659911,-0.575398987316789,-0.0455436201778671,0,"less",0,"less",0,"less",0,"less",8.34145929847108e-20,"less",1
"chr2R",2149407,2149595,"em_common_peak-1127",-0.746596932320867,-0.965833290511301,-1.45646390600793,-1.74544709651549,-0.0142954631343321,0,"less",6.25003867447628e-192,"less",0,"less",0,"less",1.83401732649769e-17,"less",1
"chr2R",2181807,2182090,"em_common_peak-1128",0.77871559241137,1.6763597708581,-0.677600094160677,3.63671560345211,0.718586227293537,0,"more",0,"more",0,"less",0,"more",1.31746847197928e-08,"more",1
"chr2R",2381804,2382350,"em_common_peak-1129",-1.89309497113681,3.0412538511404,-0.156530601653019,-1.14855087560674,7.13592759137865,0,"less",0,"more",0,"less",0,"less",0,"more",1
"chr2R",2389436,2389653,"em_common_peak-1130",-10.0847084437622,-11.6011036395796,1.40804468724899,-3.24657354528132,-0.181253039791477,0,"less",0,"less",5.99077134128382e-100,"less",0,"less",8.43674737480267e-32,"less",1
"chr2R",2501648,2502201,"em_common_peak-1131",10.519291505896,-7.05263267950915,34.9230496405039,-6.00325708479552,-0.145461673255205,0,"more",0,"less",0,"more",0,"less",2.3868387725012e-28,"less",1
"chr2R",2502249,2502915,"em_common_peak-1132",0.994644632601922,1.59719033490401,26.0121130881748,-3.26025725102513,-0.104042274895667,0,"more",0,"more",0,"more",0,"less",1.30150941232547e-24,"less",1
"chr2R",2514584,2514999,"em_common_peak-1133",8.28348247257841,-15.5018756075746,33.4283265092458,-0.72344038195029,-0.175280548935655,0,"more",0,"less",0,"more",0,"less",3.28482454835846e-31,"less",1
"chr2R",2515597,2515947,"em_common_peak-1134",3.39128591362811,-15.0285241996967,-7.52100373127439,1.34805031674942,-0.146557273595291,0,"more",0,"less",0,"less",0,"more",1.88464915523658e-28,"less",1
"chr2R",2518217,2518619,"em_common_peak-1135",22.9782405317273,-16.8498903700149,-7.48293143951948,17.449998748979,3.75356948108094,0,"more",0,"less",0,"less",0,"more",0,"more",1
"chr2R",2519642,2520671,"em_common_peak-1136",10.6093036781437,-20.8721909296494,-6.58546143829777,26.4665838195549,-0.182672302647989,0,"more",0,"less",0,"less",0,"more",6.09600164040407e-32,"less",1
"chr2R",2584415,2585156,"em_common_peak-1137",14.8242203379165,-12.6444150079483,21.8975341398804,10.9674963566244,-0.158011207139243,0,"more",0,"less",0,"more",0,"more",1.55270965743305e-29,"less",1
"chr2R",2626798,2627256,"em_common_peak-1138",2.56332984004175,-0.62952743110538,-1.65377256213125,2.18939594578861,-0.0355515982962923,0,"more",1.26636138112468e-38,"less",0,"less",0,"more",4.86677313817466e-19,"less",1
"chr2R",2681325,2681615,"em_common_peak-1139",2.12274238175191,2.89899307468354,0.126636192516058,-1.37217825796834,-0.0407905297703244,0,"more",0,"more",0,"less",0,"less",1.93918869960047e-19,"less",1
"chr2R",2698821,2699287,"em_common_peak-1140",28.2860926157289,-14.7346555215652,8.31216244932069,19.5598848273371,-0.160997614744565,0,"more",0,"less",0,"more",0,"more",8.03420979551674e-30,"less",1
"chr2R",2779109,2779487,"em_common_peak-1141",-7.17497013675205,11.2249854815397,0.101114090134626,-8.84954730616181,-0.14222507732705,0,"less",0,"more",0,"less",0,"less",4.78375901209011e-28,"less",1
"chr2R",2845747,2845947,"em_common_peak-1142",0,0,0,0,0,4.24972429227104e-43,"less",1.06784770744574e-72,"more",0,"less",5.08170005874236e-132,"less",1.91703105755005e-16,"less",1
"chr2R",2880832,2881282,"em_common_peak-1143",22.0224949052186,-8.91251727699605,61.4543882800924,2.71926473374842,-0.169254852907082,0,"more",0,"less",0,"more",0,"more",1.27725362048625e-30,"less",1
"chr2R",2889355,2889602,"em_common_peak-1144",0,0,0,0,0,4.24972429227104e-43,"less",1.06784770744574e-72,"more",0,"less",5.08170005874236e-132,"less",1.91703105755005e-16,"less",1
"chr2R",2912341,2912796,"em_common_peak-1145",6.61446500349357,-11.6495646866365,-0.691873113584978,3.98236520021161,-0.149174180824671,0,"more",0,"less",0,"less",0,"more",1.07003705588818e-28,"less",1
"chr2R",3000718,3001147,"em_common_peak-1146",-1.98813094437117,3.21042999355599,3.69543683950058,-3.91066199057205,1.03716524131499,0,"less",0,"more",0,"more",0,"less",2.15934453188064e-32,"more",1
"chr2R",3058505,3058833,"em_common_peak-1147",4.09153715775627,-5.85185657773721,-4.05894686095237,-6.84866495397888,-0.099410245976595,0,"more",0,"less",0,"less",0,"less",3.27445527542737e-24,"less",1
"chr2R",3070455,3070738,"em_common_peak-1148",-0.718708753265399,11.0738994158763,-3.07661136228578,-5.01548463189844,9.11252372461134,0,"less",0,"more",0,"less",0,"less",0,"more",1
"chr2R",3084006,3084410,"em_common_peak-1149",-0.693295982065179,0.764109402084588,0.569644359263007,-0.448724472009947,-0.0176512606231731,0,"less",0,"more",0,"less",0,"less",1.04566175119655e-17,"less",1
"chr2R",3109819,3110263,"em_common_peak-1150",-1.34832990692273,1.11046109796092,41.1268250080132,-7.73254659621403,-0.121645172143448,0,"less",0,"more",0,"more",0,"less",3.63238746295887e-26,"less",1
"chr2R",3112656,3113072,"em_common_peak-1151",1.61450015257204,1.8460896258098,-1.60672413263715,-4.48547334023769,-0.0988149192857219,0,"more",0,"more",0,"less",0,"less",3.68457125989033e-24,"less",1
"chr2R",3120448,3120871,"em_common_peak-1152",1.36814386555606,1.14297703221418,-6.08776943107362,-3.39454102152193,-0.118771458822985,0,"more",0,"more",0,"less",0,"less",6.56655454787646e-26,"less",1
"chr2R",3128283,3128618,"em_common_peak-1153",-0.521136071372829,0.0886073537513483,1.53519301524912,3.10881907143167,46.2302632419049,0,"less",4.3163914976728e-111,"more",1.46416292929576e-56,"less",0,"more",0,"more",1
"chr2R",3146639,3147029,"em_common_peak-1154",14.3374386296722,6.96090740025798,26.2995492129482,-8.86278868351967,-0.135984734414523,0,"more",0,"more",0,"more",0,"less",1.80789038452203e-27,"less",1
"chr2R",3185329,3185619,"em_common_peak-1155",-6.07163806162456,2.88406533570074,21.4759996218312,-8.8607563823129,-0.129617829578052,0,"less",0,"more",0,"more",0,"less",6.91538076904436e-27,"less",1
"chr2R",3202447,3202888,"em_common_peak-1156",-0.419512482810501,-0.250277542631054,1.3553107791488,-5.52587943450222,-0.0973312380214805,0,"less",1.20137093373489e-08,"more",1.3295182922911e-121,"less",0,"less",4.94150563823062e-24,"less",1
"chr2R",3250157,3250533,"em_common_peak-1157",2.46885319913508,2.38173768676712,-3.46417004494028,0.397198480086777,4.17603584820614,0,"more",0,"more",0,"less",0.00274636101509579,"more",0,"more",1
"chr2R",3269236,3269600,"em_common_peak-1158",-5.92800762741162,-15.052925133352,1.8766793240477,-4.45360727973492,-0.152506228230947,0,"less",0,"less",0.161520017615159,"equal",0,"less",5.18548048162366e-29,"less",1
"chr2R",3367500,3367699,"em_common_peak-1159",2.69338413867405,-5.71484909856702,-2.89091183536112,4.57583951858975,18.017724993971,0,"more",0,"less",0,"less",0,"more",0,"more",1
"chr2R",3413850,3415324,"em_common_peak-1160",5.8074373424754,-5.77641373312164,40.4468476952417,-7.8877942036026,-0.151924265638574,0,"more",0,"less",0,"more",0,"less",5.88662773522026e-29,"less",1
"chr2R",3416382,3416869,"em_common_peak-1161",9.44133678623749,-10.3111468839133,-0.649845023040784,8.65416821786342,-0.0674051892730366,0,"more",0,"less",0,"less",0,"more",1.54643219363071e-21,"less",1
"chr2R",3465728,3466096,"em_common_peak-1162",-6.10121267620735,-4.20669817601189,-4.88302554428217,0.815461469510976,2.15964104228107,0,"less",0,"less",0,"less",6.01328434148172e-223,"more",1.35140825097365e-246,"more",1
"chr2R",3468966,3469320,"em_common_peak-1163",-5.09408992644216,-9.04122542484787,9.7444382786681,-5.15507274577674,-0.115289761015389,0,"less",0,"less",0,"more",0,"less",1.33999727101324e-25,"less",1
"chr2R",3472258,3472479,"em_common_peak-1164",11.9335540989868,7.52684437639099,18.5200672289557,13.5846517755144,82.5893947243637,0,"more",0,"more",0,"more",0,"more",0,"more",1
"chr2R",3494661,3495001,"em_common_peak-1165",-0.485786026079331,-3.66463797515948,0.502140436650188,4.05282177907139,-0.0468230637404865,0,"less",0,"less",0,"less",0,"more",6.63742372155034e-20,"less",1
"chr2R",3511756,3512231,"em_common_peak-1166",4.83578288615327,-4.01506294513668,-2.06139577930878,-0.372252608337867,4.11425584205718,0,"more",0,"less",0,"less",0,"less",0,"more",1
"chr2R",3515690,3516154,"em_common_peak-1167",-1.47592749565438,3.73117888736225,-2.14068749933715,0.436829007098598,0.360031565122116,0,"less",0,"more",0,"less",9.77470276331637e-09,"more",0.208532224917531,"equal",1
"chr2R",3620341,3620820,"em_common_peak-1168",14.355753970673,-4.62281276559044,20.6356149524349,11.3789621534292,-0.117673779127438,0,"more",0,"less",0,"more",0,"more",8.22638140050752e-26,"less",1
"chr2R",3622909,3623300,"em_common_peak-1169",44.4043824114605,-12.3393266305913,8.41309536583691,21.3770732658525,-0.106175389543355,0,"more",0,"less",0,"more",0,"more",8.48713267886861e-25,"less",1
"chr2R",3624978,3625441,"em_common_peak-1170",19.9537489906506,-13.2556664024355,2.93798434660829,11.3442245295295,0.926601237013277,0,"more",0,"less",0,"more",0,"more",2.73115685273642e-22,"more",1
"chr2R",3626936,3628428,"em_common_peak-1171",15.2469420194999,-16.6762167591777,29.6488027884584,-5.38874271811268,-0.17087592728841,0,"more",0,"less",0,"more",0,"less",8.87544943660431e-31,"less",1
"chr2R",3628573,3629352,"em_common_peak-1172",9.8828343363483,-7.50532639671343,42.281182121965,-5.37826874461355,-0.162141054099261,0,"more",0,"less",0,"more",0,"less",6.23737786857801e-30,"less",1
"chr2R",3637314,3637731,"em_common_peak-1173",12.2727316822658,-5.5553139949991,6.07443027212471,5.92396137729385,-0.112977463182751,0,"more",0,"less",0,"more",0,"more",2.14659248361378e-25,"less",1
"chr2R",3645358,3645900,"em_common_peak-1174",39.6459891033367,-24.300729318112,-3.24269443547268,1.10416806640993,-0.180196909288582,0,"more",0,"less",0,"less",0,"more",1.07395144305869e-31,"less",1
"chr2R",3658867,3659143,"em_common_peak-1175",1.99737465249274,-2.34129164457551,-0.31694625151388,6.98582914820591,233.380421299822,0,"more",0,"less",0,"less",0,"more",0,"more",2
"chr2R",3666087,3666775,"em_common_peak-1176",25.5397858713644,-10.427839558365,67.7071436666755,-2.65393084293878,-0.195277698497029,0,"more",0,"less",0,"more",0,"less",3.29091736431575e-33,"less",1
"chr2R",3666816,3667109,"em_common_peak-1177",29.3715400988697,-22.1286700361548,20.3431231862436,-0.0662122764124494,-0.177506432011532,0,"more",0,"less",0,"more",4.1582732079516e-185,"less",1.98231437183517e-31,"less",1
"chr2R",3675638,3675994,"em_common_peak-1178",8.56193679261993,0.481345455275142,14.4113390933042,11.1931113778881,318.570075879085,0,"more",0,"more",0,"more",0,"more",0,"more",3
"chr2R",3679671,3680121,"em_common_peak-1179",21.9858944346871,-18.383059470636,84.9265178550231,6.71644724226566,-0.212036746667583,0,"more",0,"less",0,"more",0,"more",6.1965564243268e-35,"less",1
"chr2R",3735840,3736217,"em_common_peak-1180",-0.778901976405971,6.26411137814368,6.84099392415299,0.439577952952072,-0.0828312255018096,0,"less",0,"more",0,"more",3.13005651789749e-09,"more",8.33657003983343e-23,"less",1
"chr2R",3773251,3773663,"em_common_peak-1181",-1.4497433804699,-9.60947954797264,-3.93852978627439,-2.3884262144301,-0.105053348846884,0,"less",0,"less",0,"less",0,"less",1.06298052915449e-24,"less",1
"chr2R",3777479,3777775,"em_common_peak-1182",4.85001191702044,-5.37763840366767,23.5549483903762,-5.48247947536437,-0.101364268507465,0,"more",0,"less",0,"more",0,"less",2.22089761694871e-24,"less",1
"chr2R",3782646,3783050,"em_common_peak-1183",-0.102296068555972,-2.24846659181115,-0.659249426335552,-0.290324533214761,-0.0789311208084455,1.32772293287789e-109,"less",0,"less",0,"less",0,"less",1.75903662483305e-22,"less",1
"chr2R",3837822,3838220,"em_common_peak-1184",-6.0824874847481,-10.5629100015303,-3.92597729482519,-5.74225312369811,-0.148653552893753,0,"less",0,"less",0,"less",0,"less",1.19782803657501e-28,"less",1
"chr2R",3871307,3871687,"em_common_peak-1185",-1.64202407389,-13.6236950035999,15.6844606858283,-2.49916182597425,-0.147798720778707,0,"less",0,"less",0,"more",0,"less",1.44127511967728e-28,"less",1
"chr2R",3943574,3944083,"em_common_peak-1186",4.71279784476374,17.9217541478543,32.043751468965,-2.0545983794254,-0.113545960564189,0,"more",0,"more",0,"more",0,"less",1.91212218021484e-25,"less",1
"chr2R",3947712,3948207,"em_common_peak-1187",18.3212291405712,-4.86821575445004,1.95267234067763,1.15879988624752,67.7953547130185,0,"more",0,"less",0.0693486721196295,"equal",0,"more",0,"more",1
"chr2R",3979128,3979507,"em_common_peak-1188",-5.20979788013964,-6.79504004446901,14.2351422341828,-1.95741023904402,-0.113290220335531,0,"less",0,"less",0,"more",0,"less",2.01428064617137e-25,"less",1
"chr2R",4037355,4037846,"em_common_peak-1189",12.1343464183814,-14.5054485213015,-2.49400537313411,-2.57055270935364,9.29753638388707,0,"more",0,"less",0,"less",0,"less",0,"more",1
"chr2R",4068596,4068993,"em_common_peak-1190",9.79647855026061,0.343500880385407,5.87240925348213,-3.02651361758878,-0.0748940376866502,0,"more",2.9161942995229e-267,"more",0,"more",0,"less",3.7876802525288e-22,"less",1
"chr2R",4164726,4165007,"em_common_peak-1191",-0.46815388113411,7.7834506721981,-2.08476000121125,-2.01426716629116,1.06751414221309,0,"less",0,"more",0,"less",0,"less",1.64659419998696e-35,"more",1
"chr2R",4168448,4168833,"em_common_peak-1192",-4.09897904269269,5.41689389393163,-1.76370125214694,-3.43564004166824,-0.0605249049404206,0,"less",0,"more",0,"less",0,"less",5.52952171272871e-21,"less",1
"chr2R",4171397,4171898,"em_common_peak-1193",2.69560154116363,16.2693221132685,4.00583757682819,0.334330738154582,-0.0590295438756675,0,"more",0,"more",0,"more",0.176451766071405,"equal",7.27690648564116e-21,"less",1
"chr2R",4194868,4195360,"em_common_peak-1194",-2.09651914984373,8.10364029270817,-0.36711490277703,-2.33931104040243,0.417095702737599,0,"less",0,"more",0,"less",0,"less",0.878514457798689,"equal",1
