"chr","start","end","name","H3K27Ac.wig","H3K27Me3.wig","H3K4Me1.wig","H3K4Me3.wig","H3K9Ac.wig","H3K27Ac.wig_pvalue","H3K27Ac.wig_difference","H3K27Me3.wig_pvalue","H3K27Me3.wig_difference","H3K4Me1.wig_pvalue","H3K4Me1.wig_difference","H3K4Me3.wig_pvalue","H3K4Me3.wig_difference","H3K9Ac.wig_pvalue","H3K9Ac.wig_difference","cluster.id"
"chr3R",492393,492818,"em_common_peak-3444",0.800046870635547,-8.43599993189068,7.2571858667252,-0.536189605546916,-0.13127964934271,0,"more",0,"less",0,"more",1.4405283202174e-206,"less",5.43328880056519e-70,"less",1
"chr3R",508294,508692,"em_common_peak-3445",1.9087250759481,-2.47211988675614,0.196868867264701,4.40873680041299,-0.0418749384512518,0,"more",0,"less",0,"less",0,"more",1.48095989878425e-56,"less",1
"chr3R",518270,518571,"em_common_peak-3446",-0.923136904146604,-4.82309911391969,-3.56214975272623,2.18791921956965,-0.0532842207460758,0,"less",0,"less",0,"less",0,"more",3.44592607992934e-58,"less",1
"chr3R",571821,572257,"em_common_peak-3447",8.54360043571253,-3.66688986541334,3.18754923294739,18.1161770554616,127.164843527921,0,"more",0,"less",0,"more",0,"more",0,"more",1
"chr3R",583157,583454,"em_common_peak-3448",-4.39411329227466,5.52733525403823,1.22889419906962,-5.54953653312095,3.92983557927965,0,"less",0,"more",0.00727093259461978,"less",0,"less",0,"more",1
"chr3R",587165,587356,"em_common_peak-3449",-2.91885022560913,0.444304925010895,-5.56678183954214,-4.18380472181421,-0.0962090838871814,0,"less",4.40261761644846e-227,"less",0,"less",0,"less",1.51180487867297e-64,"less",1
"chr3R",622893,623714,"em_common_peak-3450",12.9523117368045,-4.50560410654774,29.1311748597922,-2.15223378482599,-0.127554378779947,0,"more",0,"less",0,"more",0,"less",2.10888472921042e-69,"less",1
"chr3R",625401,625897,"em_common_peak-3451",-4.19196628717,-11.3636630939302,8.18046972929673,-7.66056092523995,-0.183955676773904,0,"less",0,"less",0,"more",0,"less",1.36502807274223e-78,"less",1
"chr3R",626883,627357,"em_common_peak-3452",5.27702510893459,-10.2432090881209,18.4296791653917,1.16885020079131,-0.129662335943271,0,"more",0,"less",0,"more",0,"more",9.79675704483802e-70,"less",1
"chr3R",627772,628129,"em_common_peak-3453",10.0804084086984,-8.38013762348305,3.0132389563765,-0.293775820206246,-0.087592492230643,0,"more",0,"less",0,"more",2.9433634250072e-26,"less",3.03917084454654e-63,"less",1
"chr3R",629450,629825,"em_common_peak-3454",14.0492079348069,-5.43611864625626,17.3630220646376,16.6089520038995,434.547533921326,0,"more",0,"less",0,"more",0,"more",0,"more",2
"chr3R",652823,653263,"em_common_peak-3455",-0.484465863518022,28.9140754941258,-1.71620766881725,-2.5600623967682,-0.0793888094175869,0,"less",0,"more",0,"less",0,"less",5.13987312977552e-62,"less",1
"chr3R",658428,658788,"em_common_peak-3456",-1.67503373421716,17.7949344176665,-1.7404099544217,-1.41519510305232,59.0440709365445,0,"less",0,"more",0,"less",0,"less",0,"more",1
"chr3R",691014,691483,"em_common_peak-3457",-1.37415323323052,13.4019523906648,-1.60754582573049,-1.92170069900596,-0.0649103050676114,0,"less",0,"more",0,"less",0,"less",7.05605002498533e-60,"less",1
"chr3R",693457,693749,"em_common_peak-3458",0.77726992186075,36.907212360226,5.11104846967869,0.906278072419013,-0.0507201900486432,0,"more",0,"more",0,"more",0,"more",8.06155821403347e-58,"less",1
"chr3R",694308,694618,"em_common_peak-3459",1.38287671048028,81.5511588203612,46.3374206899919,-2.43647953884681,-0.0795432614464344,0,"more",0,"more",0,"more",0,"less",4.87463994177798e-62,"less",1
"chr3R",736093,736606,"em_common_peak-3460",7.79006071192663,-7.44197608539841,0.199390151371574,12.0445897991974,-0.127265436862853,0,"more",0,"less",0,"less",0,"more",2.3422351211642e-69,"less",1
"chr3R",780976,781403,"em_common_peak-3461",3.00789060812084,2.65156062637945,-1.18116974710057,0.423558462851871,-0.076012665246233,0,"more",0,"more",0,"less",0,"more",1.63242118713991e-61,"less",1
"chr3R",791889,792171,"em_common_peak-3462",-2.79641993557519,-7.84801403767738,3.53004752902788,-3.11334800485387,-0.0730551247934053,0,"less",0,"less",0,"more",0,"less",4.47479211039417e-61,"less",1
"chr3R",795950,796212,"em_common_peak-3463",-0.589153067025864,-0.96254612978845,-1.58748457816497,0.140936996250512,-0.0344360733777447,0,"less",0,"less",0,"less",1.6806966222584e-142,"more",1.66956899851449e-55,"less",1
"chr3R",822053,822431,"em_common_peak-3464",-1.14890604894733,-4.51308109906917,-0.383854977415369,-5.83315212190458,-0.0702610579079658,0,"less",0,"less",0,"less",0,"less",1.15621468600534e-60,"less",1
"chr3R",874063,874372,"em_common_peak-3465",0,0,0,0,0,0.000176702364276948,"more",0,"less",0,"less",5.36610440963274e-43,"more",9.14242261204136e-51,"less",1
"chr3R",906117,906618,"em_common_peak-3466",1.75945814351625,-8.12056287100994,4.64931924210747,-0.585494831998242,-0.0671905121732804,0,"more",0,"less",0,"more",1.6562641572267e-264,"less",3.26928758859236e-60,"less",1
"chr3R",907057,907707,"em_common_peak-3467",3.02982038204391,-14.5689520272415,3.47125414176362,-3.59286753638376,254.121955532923,0,"more",0,"less",0,"more",0,"less",0,"more",1
"chr3R",908094,908686,"em_common_peak-3468",11.6571502334534,-5.47767500430366,0.449148855608094,4.12507376869311,0.358936407650035,0,"more",0,"less",0,"less",0,"more",2.94651036586032e-14,"less",1
"chr3R",908913,909248,"em_common_peak-3469",14.3212583419702,-9.21405287668801,7.36205187294824,3.09021078838953,0.329281664577004,0,"more",0,"less",0,"more",0,"more",2.19568479967558e-16,"less",1
"chr3R",910367,911760,"em_common_peak-3470",32.5696072260171,-4.80969190822998,47.4904232840439,1.379373000598,-0.1263020531118,0,"more",0,"less",0,"more",0,"more",3.32264712829164e-69,"less",1
"chr3R",912092,912847,"em_common_peak-3471",9.21850717283484,-24.0075951655505,-7.35665442488067,30.3430811550212,-0.218384550099049,0,"more",0,"less",0,"less",0,"more",1.73873797456264e-84,"less",1
"chr3R",1101194,1101432,"em_common_peak-3472",4.67505517025667,-2.99705382148324,1.37075698050196,-0.379999934153208,-0.0470234674746405,0,"more",0,"less",8.84552292458186e-06,"more",1.90979832412277e-70,"less",2.7319791739755e-57,"less",1
"chr3R",1108258,1108618,"em_common_peak-3473",20.533179621496,-11.4172585210619,25.954260128587,-3.61923374520304,-0.145099743142447,0,"more",0,"less",0,"more",0,"less",3.37175409621057e-72,"less",1
"chr3R",1138636,1139020,"em_common_peak-3474",0.686397289420037,1.89094112199861,20.9479042522095,-7.69599351668401,-0.13360995731487,0,"more",0,"more",0,"more",0,"less",2.31918863522005e-70,"less",1
"chr3R",1216862,1217283,"em_common_peak-3475",-0.446570702445866,-2.57333097365543,-2.17859630795915,3.00450292272575,1.10604363933723,0,"less",0,"less",0,"less",0,"more",7.53945186965246e-15,"more",1
"chr3R",1239902,1240313,"em_common_peak-3476",0.260806756783232,-0.0865429143890615,0.451975524062723,-4.01730010846104,-0.127400928557739,8.80904630760113e-182,"more",0,"less",0,"less",0,"less",2.22976940852411e-69,"less",1
"chr3R",1308397,1308796,"em_common_peak-3477",-6.39177869392447,-9.92991254585675,44.0197730400642,1.17506435861105,-0.216935069793502,0,"less",0,"less",0,"more",0,"more",3.11015255571541e-84,"less",1
"chr3R",1438002,1438533,"em_common_peak-3478",9.93470436551628,-17.7169100581761,8.0510292430139,21.8715397276069,-0.187865633820977,0,"more",0,"less",0,"more",0,"more",2.99627987449697e-79,"less",1
"chr3R",1526785,1527150,"em_common_peak-3479",6.2476375442485,-3.2623538453892,-4.28920233592129,3.30166472750518,-0.0819417779077328,0,"more",0,"less",0,"less",0,"more",2.13824920000295e-62,"less",1
"chr3R",1827399,1827973,"em_common_peak-3480",-0.278948420865686,-2.40838140954658,1.98691529900115,-1.58893554141217,-0.113342862816501,4.5106131974839e-117,"less",0,"less",6.34811662256509e-274,"more",0,"less",3.52934254151e-67,"less",1
"chr3R",1828667,1829138,"em_common_peak-3481",2.70826755854805,-3.15399020394938,1.48601218297324,-3.28372640616577,-0.103806383828469,0,"more",0,"less",1.40002404175037e-24,"more",0,"less",1.04507527275533e-65,"less",1
"chr3R",1833486,1833951,"em_common_peak-3482",34.0383139163715,-12.4607463102538,-3.05175182020996,20.9011705887864,-0.155522438180897,0,"more",0,"less",0,"less",0,"more",6.92082332212243e-74,"less",1
"chr3R",1919883,1920225,"em_common_peak-3483",-2.05307405017017,3.67797291335431,5.6385659041346,-3.57091820271737,-0.0643066068514753,0,"less",0,"more",0,"more",0,"less",8.64688637852907e-60,"less",1
"chr3R",1946896,1947263,"em_common_peak-3484",0.133078333435194,-1.77559122699784,-1.91079759284387,2.40816345793864,2.83115778005431,2.91634053793349e-61,"more",0,"less",0,"less",0,"more",0,"more",1
"chr3R",2001351,2001620,"em_common_peak-3485",-0.0366269630121415,0.167687492641342,-0.0376887112722165,0.139700140538271,-0.00208719510711865,0.813269686483067,"equal",0,"less",0,"less",2.2627726706021e-141,"more",4.78661849879817e-51,"less",1
"chr3R",2013829,2014045,"em_common_peak-3486",-0.362436430534912,-3.59694188791749,-1.2989720718737,-0.0625997191926106,58.1417429918721,6.18896798064899e-211,"less",0,"less",0,"less",1.13691462842537e-17,"more",0,"more",1
"chr3R",2031925,2032438,"em_common_peak-3487",-3.55125551260989,0.429439400205147,-0.521341310850023,-4.63687643667605,0.56485287515642,0,"less",7.32735088402886e-238,"less",0,"less",0,"less",0.000771145831012152,"less",1
"chr3R",2038713,2039155,"em_common_peak-3488",-5.77598775602806,0.296930665570265,6.77520929877634,-5.56362435727959,-0.103166251487313,0,"less",0,"less",0,"more",0,"less",1.31015601669974e-65,"less",1
"chr3R",2061204,2062096,"em_common_peak-3489",-2.40014337129388,14.8484116209233,3.68804899725871,-4.18238618233457,-0.066451813327949,0,"less",0,"more",0,"more",0,"less",4.19561288772829e-60,"less",1
"chr3R",2062103,2062285,"em_common_peak-3490",3.09374994444234,1.66551769073463,-0.428164628675829,-2.85209573566542,-0.0531111503407547,0,"more",1.15023056186803e-204,"more",0,"less",0,"less",3.6497125355094e-58,"less",1
"chr3R",2065099,2065401,"em_common_peak-3491",-2.4247127690768,-0.107328837007987,-2.82224731400032,-1.36746450862398,2.64697975036511,0,"less",0,"less",0,"less",0,"less",0,"more",1
"chr3R",2074961,2075963,"em_common_peak-3492",-1.9453281736548,8.29381265706735,13.2956326902486,-6.3822756786904,-0.097690685231976,0,"less",0,"more",0,"more",0,"less",8.99572855319943e-65,"less",1
"chr3R",2120661,2120964,"em_common_peak-3493",-1.15323639891099,-0.689997771565429,-1.71855637861528,1.74036567047078,4.55652269174901,0,"less",0,"less",0,"less",0,"more",0,"more",1
"chr3R",2185952,2186212,"em_common_peak-3494",6.60863126344249,-1.13529602993541,-0.771687464256239,4.17560330863749,-0.0314422608097505,0,"more",0,"less",0,"less",0,"more",4.39701862316882e-55,"less",1
"chr3R",2199878,2200090,"em_common_peak-3495",1.21266827872392,0.0566823174633222,0.0849664973869765,9.88462688478548,-0.0370167328632946,0,"more",0,"less",0,"less",0,"more",7.2239277314576e-56,"less",1
"chr3R",2237804,2238192,"em_common_peak-3496",1.98168562373231,-1.68074527737399,-2.24720251399857,-1.04600439415294,-0.0520711185622933,0,"more",0,"less",0,"less",0,"less",5.15337344993472e-58,"less",1
"chr3R",2239634,2240109,"em_common_peak-3497",16.4704561536254,-5.03281602462733,3.04164088991475,-0.259771963549508,-0.100727352106128,0,"more",0,"less",0,"more",7.06835190588121e-15,"less",3.09516979967819e-65,"less",1
"chr3R",2242224,2242733,"em_common_peak-3498",3.07494296112023,-6.29257489597878,0.042015097405088,-5.96140088813693,0.414283440619656,0,"more",0,"less",0,"less",0,"less",1.03547871580683e-10,"less",1
"chr3R",2246699,2247164,"em_common_peak-3499",1.13801351565604,-6.17419457960111,-3.07494865826982,-0.547202260867092,-0.06110648018784,0,"more",0,"less",0,"less",6.90034709735055e-219,"less",2.53398657042303e-59,"less",1
"chr3R",2255922,2256394,"em_common_peak-3500",5.54292935545749,-12.9039729836487,-1.25836086920927,-7.0238601166013,-0.114338375777556,0,"more",0,"less",0,"less",0,"less",2.47246777823305e-67,"less",1
"chr3R",2258552,2259089,"em_common_peak-3501",7.75836254990269,6.09114568955417,-2.64741164946043,4.72340223663434,16.2455849514881,0,"more",0,"more",0,"less",0,"more",0,"more",1
"chr3R",2259536,2259968,"em_common_peak-3502",4.89985803823313,-3.84648777456299,-1.75082890384854,2.41869382954985,0.364489849230412,0,"more",0,"less",0,"less",0,"more",7.08057189863127e-14,"less",1
"chr3R",2281333,2281819,"em_common_peak-3503",14.0740595961025,-5.19025156079387,49.6904038750219,16.751536098775,-0.188061423604659,0,"more",0,"less",0,"more",0,"more",2.7767181196519e-79,"less",1
"chr3R",2343453,2343731,"em_common_peak-3504",2.20039255290535,3.20880766895295,-2.06581675648279,-0.022957371967766,-0.0269459367146436,0,"more",0,"more",0,"less",2.30756077731614e-32,"more",1.869387729151e-54,"less",1
"chr3R",2351048,2351514,"em_common_peak-3505",7.27357625085576,14.6144349621368,-2.30210891542298,0.739696052139999,-0.0394579426494553,0,"more",0,"more",0,"less",0,"more",3.26198807262617e-56,"less",1
"chr3R",2360890,2361504,"em_common_peak-3506",-1.56525595476613,4.32833771883595,-2.37241174301557,0.261317419486334,0.538987358406634,0,"less",0,"more",0,"less",5.08483288062095e-274,"more",9.80852752888884e-05,"less",1
"chr3R",2448956,2449419,"em_common_peak-3507",-0.0481967460076865,7.02472569830299,-1.70907951932357,0.227885919526823,9.69816987568269,0.382224434430748,"equal",0,"more",0,"less",3.29797052049905e-233,"more",0,"more",1
"chr3R",2453391,2453678,"em_common_peak-3508",-3.4378451500013,12.504890991539,-3.44114200569042,-1.12465330662883,-0.0485464340170266,0,"less",0,"more",0,"less",0,"less",1.65351354608263e-57,"less",1
"chr3R",2467587,2467836,"em_common_peak-3509",-3.37178955202936,3.31047706142875,-5.73163796510047,1.21441455567459,-0.0873086294123249,0,"less",0,"more",0,"less",0,"more",3.35319248346658e-63,"less",1
"chr3R",2479832,2480038,"em_common_peak-3510",0.750582138105031,5.85238367100115,0.779378168037012,0.068329074712431,-0.0414929322621729,0,"more",0,"more",9.80942694030082e-141,"less",6.90422802182614e-84,"more",1.67809232685918e-56,"less",1
"chr3R",2502843,2503231,"em_common_peak-3511",-2.62453682479758,79.5433418201473,43.792198294168,-1.48105784528499,-0.119630572355934,0,"less",0,"more",0,"more",0,"less",3.70189654624378e-68,"less",1
"chr3R",2503632,2504057,"em_common_peak-3512",1.87577996226634,97.597075377334,60.4154702863369,-7.84425650627349,-0.150586905024079,0,"more",0,"more",0,"more",0,"less",4.38349252589009e-73,"less",1
"chr3R",2512806,2513280,"em_common_peak-3513",-0.647901747266485,24.3964852278314,9.29030502391839,-3.8951568534989,-0.0639140904219158,0,"less",0,"more",0,"more",0,"less",9.868116171614e-60,"less",1
"chr3R",2518990,2519482,"em_common_peak-3514",-4.01119746095204,8.25864802822401,5.78174213757465,-5.6770082812943,-0.0839830000223531,0,"less",0,"more",0,"more",0,"less",1.05842009195887e-62,"less",1
"chr3R",2558907,2559430,"em_common_peak-3515",-2.69949023224324,8.66678260104374,-2.18311876498129,0.106973292283255,-0.0424879112138035,0,"less",0,"more",0,"less",3.86140674408916e-113,"more",1.21171652877456e-56,"less",1
"chr3R",2563088,2563385,"em_common_peak-3516",-1.72788654759317,24.3455921037675,1.21958956875273,-3.4053772703561,2.49012586110265,0,"less",0,"more",0.00162337340047666,"less",0,"less",3.06897676920245e-287,"more",1
"chr3R",2608575,2608989,"em_common_peak-3517",-4.90025782769817,19.6563040883302,-5.35070478224504,-1.09003899967918,-0.0776897746158636,0,"less",0,"more",0,"less",0,"less",9.19988413587444e-62,"less",1
"chr3R",2635510,2635902,"em_common_peak-3518",-4.38756177320124,23.4739823165988,0.622770019343975,-3.45684008027085,-0.120445369753554,0,"less",0,"more",2.40723474469266e-240,"less",0,"less",2.76055296439317e-68,"less",1
"chr3R",2636261,2636797,"em_common_peak-3519",-1.82449525257286,24.6014160393567,-0.875163306857562,-3.95026643253629,-0.111172913279608,0,"less",0,"more",0,"less",0,"less",7.65547429460081e-67,"less",1
"chr3R",2638007,2638388,"em_common_peak-3520",1.21292845893589,27.2150416532477,-0.521286116481437,4.92496452040936,-0.0850020487651245,0,"more",0,"more",0,"less",0,"more",7.44572037815057e-63,"less",1
"chr3R",2645731,2646284,"em_common_peak-3521",-0.720733783884883,-1.58023680717962,-0.668100688136353,-0.436116117638129,-0.0168187555182005,0,"less",0,"less",0,"less",4.86092563303115e-111,"less",4.71896289989001e-53,"less",1
"chr3R",2648228,2648675,"em_common_peak-3522",-0.583396004497281,-0.926421120514131,-0.500277565792423,-0.290018590346435,-0.0115597502479482,0,"less",0,"less",0,"less",7.83314582812182e-25,"less",2.48074999454965e-52,"less",1
"chr3R",2656568,2656862,"em_common_peak-3523",-3.97794219426924,20.973072461531,-4.42183472197422,-4.21542662250218,-0.105928000774617,0,"less",0,"more",0,"less",0,"less",4.93429619899192e-66,"less",1
"chr3R",2670064,2670504,"em_common_peak-3524",-3.33547653684168,15.8998376628873,-4.40608526688143,-2.2447002419465,-0.0569558500906755,0,"less",0,"more",0,"less",0,"less",1.01543708183653e-58,"less",1
"chr3R",2702922,2703324,"em_common_peak-3525",-2.62451722069216,6.49266078527863,-4.67160319675786,-0.1020602638081,-0.0617545811498913,0,"less",0,"more",0,"less",1.23156363535726e-07,"more",2.03886365794743e-59,"less",1
"chr3R",2716617,2717098,"em_common_peak-3526",-2.98077654739375,22.6912041732956,-0.184588935900261,-3.49448651005752,-0.0511135036772193,0,"less",0,"more",0,"less",0,"less",7.07744200105637e-58,"less",1
"chr3R",2759529,2759967,"em_common_peak-3527",-1.82060553172188,12.435959141724,-0.369557184853107,2.54428308660293,-0.0212805926805334,0,"less",0,"more",0,"less",0,"more",1.14392524660859e-53,"less",1
"chr3R",2771550,2771884,"em_common_peak-3528",0.0326074191871049,10.9506043587327,0.0750232643559203,-2.70759077010233,-0.0513480647258339,6.0558610571426e-12,"more",0,"more",0,"less",0,"less",6.54850886832631e-58,"less",1
"chr3R",2779156,2779481,"em_common_peak-3529",-2.29714176907975,27.3517041579867,-2.80120524774503,-2.43947263803658,-0.0815963747468665,0,"less",0,"more",0,"less",0,"less",2.40802479859391e-62,"less",1
"chr3R",2781912,2782387,"em_common_peak-3530",1.22811263193079,18.5049161001431,-2.15115944990083,1.81948414216213,-0.0818050319808034,0,"more",0,"more",0,"less",0,"more",2.24125118087177e-62,"less",1
"chr3R",2789259,2789865,"em_common_peak-3531",-0.827648947810117,11.4576765868493,-3.2088360841686,-1.82173916520156,-0.0550583980456577,0,"less",0,"more",0,"less",0,"less",1.91071284602517e-58,"less",1
"chr3R",2803515,2803818,"em_common_peak-3532",0.914787661604582,9.79650996272523,0.301152407434521,0.385670088819559,-0.0240833684262089,0,"more",0,"more",0,"less",0,"more",4.67663014502361e-54,"less",1
"chr3R",2810397,2810851,"em_common_peak-3533",-4.87393013801763,-1.33843178484063,-5.75033010436151,-5.1010490509257,5.60095706771583,0,"less",0,"less",0,"less",0,"less",0,"more",1
"chr3R",2818349,2818763,"em_common_peak-3534",-3.27741303841427,12.5140879063302,1.65593534932931,-3.00793316973078,27.2005614951539,0,"less",0,"more",1.41751081763028e-78,"more",0,"less",0,"more",1
"chr3R",2854762,2855051,"em_common_peak-3535",-0.902823121879833,13.6507754970064,-3.24888509829019,-0.805008685727137,-0.0594414103596201,0,"less",0,"more",0,"less",0,"less",4.42610510131619e-59,"less",1
"chr3R",2907013,2907259,"em_common_peak-3536",0.151056331634996,-4.18730388037017,-2.7470744447668,7.21935814769211,-0.0526440143554414,2.61122703231077e-74,"more",0,"less",0,"less",0,"more",4.26168561697464e-58,"less",1
"chr3R",2909236,2909492,"em_common_peak-3537",4.90311117630884,-6.13377446069519,-0.831695057049325,5.65618178796066,4.1374182344226,0,"more",0,"less",0,"less",0,"more",0,"more",1
"chr3R",2912699,2914438,"em_common_peak-3538",19.2180039317062,-5.66046307239715,72.1841854142557,9.14007316363232,-0.17566157602229,0,"more",0,"less",0,"more",0,"more",3.33333338441228e-77,"less",1
"chr3R",2914440,2914883,"em_common_peak-3539",17.5629811441226,-10.4779959745753,28.019067180337,3.11959599566782,-0.160808227805821,0,"more",0,"less",0,"more",0,"more",9.47691977439646e-75,"less",1
"chr3R",2925675,2926236,"em_common_peak-3540",-3.38347320695146,-7.95552946624804,40.5064048551331,-6.67115685152915,-0.192853721392638,0,"less",0,"less",0,"more",0,"less",4.28920377494429e-80,"less",1
"chr3R",2932607,2933367,"em_common_peak-3541",4.42902413562156,-14.0855854323303,38.1561254807098,-6.34757736819475,-0.132454511043624,0,"more",0,"less",0,"more",0,"less",3.53820715251568e-70,"less",1
"chr3R",2940703,2940949,"em_common_peak-3542",0.177062456884163,-3.33972828427932,32.8163682327751,-5.80672658334012,-0.138308784999765,1.86618925384556e-95,"more",0,"less",0,"more",0,"less",4.13810723242115e-71,"less",1
"chr3R",3107773,3108225,"em_common_peak-3543",1.80503061958186,4.71983229106275,6.18539444323495,-4.72571486879533,1.77473522790363,0,"more",0,"more",0,"more",0,"less",8.30787937163937e-103,"more",1
"chr3R",3109268,3109671,"em_common_peak-3544",-0.0494623883892572,-0.59445625923759,1.25495153754274,-3.88678377209648,-0.0550221810667041,0.319623607805519,"equal",0,"less",0.169150782154616,"equal",0,"less",1.93387883385354e-58,"less",1
"chr3R",3115543,3116000,"em_common_peak-3545",-4.37867275222891,-1.95008707701859,-5.25514557500661,-5.40125913215565,1.26999885134572,0,"less",0,"less",0,"less",0,"less",7.26618032063826e-29,"more",1
"chr3R",3199066,3199527,"em_common_peak-3546",-1.43304167833193,0.970110392311178,-2.44946532653733,-3.23863903902337,1.0152504529046,0,"less",2.1940751939812e-07,"less",0,"less",0,"less",3.49089762742464e-09,"more",1
"chr3R",3300513,3300837,"em_common_peak-3547",-7.85488465216587,-2.67419780571627,1.00363516535224,-7.47150690490558,-0.105053225105379,0,"less",0,"less",1.56150560047666e-44,"less",0,"less",6.72523934477124e-66,"less",1
"chr3R",3311237,3312024,"em_common_peak-3548",-0.697346422541802,0.975917820699035,-1.99697571766876,-2.82236354406178,0.224906849010734,0,"less",1.04117569424243e-06,"less",0,"less",0,"less",3.82663840052565e-25,"less",1
"chr3R",3457454,3457814,"em_common_peak-3549",1.55392478363664,3.46198937636523,-2.83343094702228,2.51137838862599,-0.0603768608776117,0,"more",0,"more",0,"less",0,"more",3.2359683762549e-59,"less",1
"chr3R",3467186,3467633,"em_common_peak-3550",-2.31680265285326,-2.3516569527625,-3.14387861367215,-2.88448340270106,-0.0539176558721058,0,"less",0,"less",0,"less",0,"less",2.79211147692855e-58,"less",1
"chr3R",3553286,3553571,"em_common_peak-3551",-3.03619418900031,-4.09668579910208,-2.27770123258724,-1.46682595121213,-0.0604565394240529,0,"less",0,"less",0,"less",0,"less",3.1507312899577e-59,"less",1
"chr3R",3555874,3556285,"em_common_peak-3552",0,0,0,0,-7.6633254669775e-05,0.000176702364276948,"more",0,"less",0,"less",5.36610440963274e-43,"more",8.92805809992551e-51,"less",1
"chr3R",3562354,3562726,"em_common_peak-3553",0.00247766218717876,-0.0103126482167241,-0.0147079908735707,0.0185689275264518,0.533923128193407,6.66643515952334e-05,"more",0,"less",0,"less",9.69956683313786e-53,"more",6.34750921407587e-05,"less",1
"chr3R",3603364,3603696,"em_common_peak-3554",-4.99468921118953,4.56901051415115,-1.51048049547434,-4.66365159105265,-0.0873630325051886,0,"less",0,"more",0,"less",0,"less",3.29060236889864e-63,"less",1
"chr3R",3627913,3628088,"em_common_peak-3555",-1.03180739096868,11.5137976716921,11.456576380405,-3.83677871660475,-0.114712805861714,0,"less",0,"more",0,"more",0,"less",2.16246862775034e-67,"less",1
"chr3R",3686430,3686946,"em_common_peak-3556",3.35844423317399,5.08212405180695,8.06199878677132,7.99614645245605,244.600536976909,0,"more",0,"more",0,"more",0,"more",0,"more",1
"chr3R",3693292,3693539,"em_common_peak-3557",1.91938825132182,3.66359356611018,-0.412234022411043,-0.682278841780707,6.27447967223693,0,"more",0,"more",0,"less",0,"less",0,"more",1
"chr3R",3704498,3704773,"em_common_peak-3558",-0.081181058255852,2.60811063160081,-3.43774435823162,-4.7940617688702,-0.093800350805478,5.3841785372525e-05,"less",0,"more",0,"less",0,"less",3.50899730669065e-64,"less",1
