"chrom","start","end","degree","closeness","betweenness","Local_cluster_coefficient","Eigenvector_centrality","membership"
"chr3R",7423201,7423529,2,8.42577910653307e-06,0.333333333333333,0,1.05319057756194e-16,51
"chr3R",7424454,7424709,2,8.42577910653307e-06,0.333333333333333,0,1.04070790833716e-16,51
"chr3R",7595143,7595559,1,8.400138955233e-06,0,NA,9.82837815596542e-17,52
"chr3R",7591888,7592384,1,8.400138955233e-06,0,NA,1.0343924639178e-16,52
"chr3R",7589428,7590085,1,8.400138955233e-06,0,NA,9.35819976327551e-17,52
"chr3R",7784220,7786637,4,8.37734042359726e-06,0,0.166666666666667,1.11428928015368e-16,53
"chr3R",7779883,7782306,2,8.37734042359726e-06,0,1,8.32646236374625e-17,53
"chr3R",8403686,8404080,1,8.35317043936029e-06,0,NA,3.01058258759919e-17,54
"chr3R",8595545,8595985,1,8.35264002041719e-06,0,NA,5.18639762111898e-17,55
"chr3R",8887964,8888532,1,8.37691705153848e-06,0,NA,5.4772302809613e-17,56
"chr3R",8889519,8889793,1,8.37691705153848e-06,0,NA,4.90906583480579e-17,56
"chr3R",9252162,9253606,1,8.35308079881658e-06,0,NA,3.40643663500194e-17,57
"chr3R",9475558,9476278,1,8.35316882343081e-06,0,NA,2.93511616714063e-17,58
"chr3R",9565119,9565544,3,8.40172082121194e-06,3,0,9.56584517172992e-17,59
"chr3R",9633226,9633513,2,8.40168394685518e-06,1,0,6.7314783481865e-17,60
"chr3R",9881500,9882052,2,8.42601528722122e-06,0,0,9.95519453542193e-17,3
"chr3R",9894509,9894833,2,8.49924181591638e-06,6,0,1.17565220031806e-16,61
"chr3R",9901377,9901674,3,8.4262069133262e-06,1,0,1.08206762495289e-16,3
"chr3R",9899857,9900243,3,8.4262069133262e-06,2,0,1.09159073514748e-16,3
"chr3R",10195589,10195885,1,8.35294517795585e-06,0,NA,4.5502293716622e-17,62
"chr3R",10277152,10277595,1,8.35291686448943e-06,0,NA,4.60714892557439e-17,63
"chr3R",10373702,10374170,1,8.35267821445397e-06,0,NA,5.58543059912554e-17,64
"chr3R",10395085,10395433,1,8.3531638420961e-06,0,NA,3.07146052779976e-17,65
"chr3R",10501539,10501933,1,8.37744544117304e-06,0,NA,2.64929126856645e-17,66
"chr3R",10503719,10504167,1,8.37744544117304e-06,0,NA,2.77606318591476e-17,66
"chr3R",10522791,10523147,4,8.50092365126553e-06,3.75,0,1.12904269500924e-16,67
"chr3R",10524114,10524383,4,8.50092365126553e-06,8.25,0,1.2079045416108e-16,67
"chr3R",11290312,11290809,1,8.42584542785781e-06,0,NA,5.51525183409823e-17,68
"chr3R",11285679,11285996,1,8.42584542785781e-06,0,NA,6.10211289568399e-17,68
"chr3R",11287797,11288090,1,8.42584542785781e-06,0,NA,5.37720620780425e-17,68
"chr3R",11289896,11290186,1,8.42584542785781e-06,0,NA,5.71458304858411e-17,68
"chr3R",11639904,11640330,2,8.32903000116606e-06,0,0,3.26815362573253e-17,4
"chr3R",11756311,11756563,1,8.49993724646355e-06,0,NA,3.42529083446466e-17,61
"chr3R",11825025,11825416,1,8.40187492012894e-06,0,NA,2.73262487046056e-17,69
"chr3R",11820102,11820580,1,8.40187492012894e-06,0,NA,3.0658345449889e-17,69
"chr3R",11820737,11821419,1,8.40187492012894e-06,0,NA,2.83724675984283e-17,69
"chr3R",11936608,11937055,2,8.40161197748328e-06,0,0,7.87637417307403e-17,60
"chr3R",12414748,12415128,2,8.37742014169784e-06,1,1,6.28843260302911e-17,70
"chr3R",12757550,12757917,1,8.42533416879932e-06,0,NA,7.66772284482133e-17,71
"chr3R",12758126,12759042,1,8.42533416879932e-06,0,NA,8.35004861535323e-17,71
"chr3R",12759210,12759608,1,8.42533416879932e-06,0,NA,8.27696990135784e-17,71
"chr3R",12759784,12760282,1,8.42533416879932e-06,0,NA,8.24951705112677e-17,71
"chr3R",12885781,12886174,1,8.35311359661335e-06,0,NA,3.32417581913397e-17,72
"chr3R",13107434,13107886,2,8.37744722610185e-06,1,0,5.65667614008511e-17,73
"chr3R",13440129,13440467,1,8.3529267097086e-06,0,NA,4.39986701766772e-17,74
"chr3R",13536568,13537060,1,8.35313422340397e-06,0,NA,3.21252806706137e-17,75
"chr3R",13864538,13864865,2,8.42620943073709e-06,3,0,6.54510149774975e-17,76
"chr3R",13867031,13867338,1,8.42611621241839e-06,0,NA,3.80944219067041e-17,76
"chr3R",13869217,13869662,1,8.42611621241839e-06,0,NA,3.94749587237819e-17,76
"chr3R",13909163,13909460,1,8.35303136049156e-06,0,NA,3.94687283646708e-17,77
"chr3R",14481244,14481510,1,8.40147749077115e-06,0,NA,2.7367180905307e-17,31
"chr3R",14482015,14482493,1,8.40147749077115e-06,0,NA,3.34753595275826e-17,31
"chr3R",14793951,14794506,1,8.35315976568281e-06,0,NA,2.76838983787379e-17,78
"chr3R",14944534,14944968,1,8.35300730773849e-06,0,NA,4.00558270609637e-17,79
"chr3R",15956192,15956640,1,8.3530350223965e-06,0,NA,3.77660152726541e-17,80
"chr3R",15971062,15971257,2,8.37604016430225e-06,1,0,9.50255277857505e-17,81
"chr3R",16180881,16181321,1,8.37564182465304e-06,0,NA,8.80965830513728e-17,82
"chr3R",16184277,16184767,1,8.37564182465304e-06,0,NA,7.12691458393128e-17,82
"chr3R",16511652,16512063,4,8.50010625120489e-06,17,0,1.3772308752542e-16,61
"chr3R",16764832,16765176,1,8.50002214421519e-06,0,NA,4.75994401453653e-17,5
"chr3R",16774557,16775270,1,8.50030701315367e-06,0,NA,4.34438938282576e-17,5
"chr3R",16780425,16780790,1,8.49996675671502e-06,0,NA,5.750953241892e-17,5
"chr3R",16783300,16783787,1,8.49996675671502e-06,0,NA,6.0983510174393e-17,5
"chr3R",16784657,16785088,7,8.50056126953414e-06,18,0,2.00122256121059e-16,5
"chr3R",16849961,16850160,5,8.5005312056245e-06,11,0,1.06816156410961e-16,5
"chr3R",17407415,17407804,2,8.37703903935934e-06,1,0,7.95333559652112e-17,83
"chr3R",17451233,17451543,1,8.37647409873872e-06,0,NA,7.10835491053563e-17,84
"chr3R",17451694,17452393,1,8.37647409873872e-06,0,NA,8.07345792710966e-17,84
"chr3R",17635495,17635681,2,8.4255632698952e-06,1,0,1.09574249542011e-16,85
"chr3R",17639030,17639715,2,8.4255632698952e-06,0,0,1.12121049169081e-16,85
"chr3R",17823256,17823683,2,8.42568959018237e-06,0,0,1.29461455131938e-16,6
"chr3R",17827484,17828127,3,8.42602022603946e-06,1.5,0,1.22681374444588e-16,6
"chr3R",17828703,17829219,3,8.42602022603946e-06,1.5,0,1.21254599552297e-16,6
"chr3R",18018762,18019140,1,8.40138959304466e-06,0,NA,5.93733940640096e-17,8
"chr3R",18014835,18015220,1,8.40138959304466e-06,0,NA,5.70881537230317e-17,8
"chr3R",18080936,18081406,2,8.40058227605127e-06,0.5,0,1.07481130820167e-16,86
"chr3R",18083438,18083763,2,8.40058227605127e-06,0.5,0,1.01871985082814e-16,86
"chr3R",18554524,18554899,4,8.37740291555498e-06,0,0.166666666666667,8.82421443787424e-17,70
"chr3R",18737157,18737809,3,8.47507778104123e-06,6,0,1.37117320407645e-16,28
"chr3R",18791948,18792311,1,8.35309395136808e-06,0,NA,3.38585555620579e-17,87
"chr3R",19164456,19164942,1,8.45086034057093e-06,0,NA,4.56787211240888e-17,47
"chr3R",19553821,19554243,1,8.40167788226635e-06,0,NA,4.08078565788404e-17,88
"chr3R",19685051,19685560,1,8.35316625374208e-06,0,NA,2.65809092708229e-17,89
"chr3R",19715504,19715825,1,8.35308686043365e-06,0,NA,3.63113636139809e-17,90
"chr3R",19767398,19768122,1,8.40169739740538e-06,0,NA,3.58429551467419e-17,88
"chr3R",19768321,19768751,1,8.40169739740538e-06,0,NA,3.72657048494495e-17,88
"chr3R",19827238,19827573,1,8.35305781345389e-06,0,NA,3.72959315310763e-17,91
"chr3R",19922913,19923383,2,8.45074167004094e-06,4,0,7.00258833426577e-17,92
"chr3R",19934237,19934617,1,8.45079280037293e-06,0,NA,3.27041874280024e-17,92
"chr3R",19929490,19929916,2,8.45086703785204e-06,6,0,7.31030564489666e-17,92
"chr3R",20000160,20000577,4,8.37728333879809e-06,0,0.166666666666667,9.79518985110861e-17,93
"chr3R",19998196,19998860,2,8.37728333879809e-06,0,1,8.19275860549058e-17,93
"chr3R",20093118,20093530,1,8.37739531195484e-06,0,NA,2.88606075815056e-17,7
"chr3R",20096675,20096993,2,8.37740032075812e-06,1,0,5.78663362746033e-17,7
"chr3R",20403057,20403632,2,8.42545573827885e-06,0,0,1.26180001766289e-16,85
"chr3R",20639605,20639938,3,8.40163348182282e-06,3,0,1.03173256628098e-16,8
"chr3R",20719833,20720231,2,8.32903000116606e-06,0,0,2.86110337127547e-17,9
"chr3R",20729738,20730202,3,8.40168954168702e-06,0,0,3.77011389837608e-17,94
"chr3R",20737842,20738164,2,8.40174363984585e-06,2,0,6.22247651108902e-17,94
"chr3R",20740632,20741008,2,8.40174363984585e-06,2,0,6.31230167517997e-17,94
"chr3R",20804829,20805259,2,8.37717142463585e-06,1,0,7.92609218704885e-17,95
"chr3R",20916554,20916942,1,8.37736545744996e-06,0,NA,3.10620757096014e-17,96
"chr3R",20917821,20918110,1,8.37736545744996e-06,0,NA,3.18514991820672e-17,96
"chr3R",21083717,21084151,2,8.37735920565742e-06,1,0,6.51169166901343e-17,97
"chr3R",21298531,21298859,2,8.37736178695421e-06,1,0,6.14195686032738e-17,10
"chr3R",21565894,21566251,2,8.3774519039903e-06,1,1,6.19068217041716e-17,14
"chr3R",21865753,21866222,1,8.40173260025915e-06,0,NA,3.08843432306996e-17,99
"chr3R",21918825,21919200,2,8.4017103247949e-06,2,0,6.7614812403487e-17,98
"chr3R",22444949,22446057,4,8.40173124007779e-06,0,0.166666666666667,8.00084441326123e-17,99
"chr3R",22439258,22439908,3,8.40177355386076e-06,2,0.333333333333333,9.94779664477317e-17,99
"chr3R",22694548,22694885,1,8.40165783816197e-06,0,NA,3.33594163205004e-17,98
"chr3R",22755457,22755752,1,8.37731812948882e-06,0,NA,3.02376092991171e-17,100
"chr3R",23024525,23024963,1,8.37724185535751e-06,0,NA,4.50363484438841e-17,100
"chr3R",23518549,23519023,1,8.40157725329913e-06,0,NA,2.95127403709895e-17,11
"chr3R",23526317,23526824,3,8.40160059476674e-06,3,0,9.52491460728439e-17,11
"chr3R",24127673,24127990,1,8.3530604222189e-06,0,NA,3.6446186067828e-17,101
"chr3R",24151125,24151783,3,8.52543724384864e-06,5.5,0,1.08900333623486e-16,102
"chr3R",24149633,24150358,3,8.52543724384864e-06,5.5,0,1.08189523909757e-16,102
"chr3R",24377380,24377699,2,8.37732513543989e-06,1,0,6.84108987415587e-17,103
"chr3R",24683681,24684569,4,8.35300976680934e-06,0,0,1.10368191126158e-16,12
"chr3R",24684668,24685107,4,8.35300976680934e-06,0,0,1.20514145915782e-16,12
"chr3R",24744790,24745333,1,8.42622831314178e-06,0,NA,4.17804275933364e-17,104
"chr3R",25080772,25081178,1,8.40135948554352e-06,0,NA,5.15194461629553e-17,105
"chr3R",25083725,25084165,1,8.40135948554352e-06,0,NA,5.60844491635271e-17,105
"chr3R",25079775,25080028,1,8.40135948554352e-06,0,NA,5.50821945785065e-17,105
"chr3R",25172203,25172596,1,8.3530350223965e-06,0,NA,3.855941311637e-17,106
"chr3R",25335844,25336366,1,8.42625058042272e-06,0,NA,3.63910011339985e-17,104
"chr3R",25356832,25357229,2,8.40185023696503e-06,0,1,9.05712061707934e-17,13
"chr3R",25359617,25360061,4,8.40185023696503e-06,0,0.166666666666667,1.18122010233676e-16,13
"chr3R",25414382,25414701,1,8.42628727433148e-06,0,NA,3.61878648378181e-17,104
"chr3R",25409155,25409581,1,8.42628727433148e-06,0,NA,3.43653411534336e-17,104
"chr3R",25620216,25620513,3,8.45086703785204e-06,7,0,9.40694477136935e-17,92
"chr3R",25998981,25999695,5,8.37745055888804e-06,0,0.1,1.49467236413003e-16,14
"chr3R",25999728,26000214,5,8.37745055888804e-06,0,0.1,1.57715980144405e-16,14
"chr3R",26625728,26626105,1,8.40122781835185e-06,0,NA,3.12981825627343e-17,15
"chr3R",26629007,26629517,1,8.40122781835185e-06,0,NA,3.104234262044e-17,15
"chr3R",26634209,26635003,3,8.40123742311597e-06,3,0,9.69227388439729e-17,15
"chr3R",27420897,27421238,4,8.52544202501702e-06,9,0.5,1.64114556434178e-16,102
"chr3R",27424142,27425041,6,8.52544202501702e-06,2,0.2,1.86016259907258e-16,102
"chr3R",27555387,27556521,3,8.35284925574755e-06,0,0,6.23398807500702e-17,16
"chr3R",27553639,27554115,1,8.35284925574755e-06,0,NA,4.46257035868845e-17,16
"chr3R",74993,75360,1,8.40184946639279e-06,0,NA,3.05905547374559e-17,13
"chr3R",10605102,10605504,1,8.35310722969446e-06,0,NA,3.74573595063155e-17,17
"chr3R",485193,485605,1,8.37723387596556e-06,0,NA,3.97929084237925e-17,18
"chr3R",487132,487481,1,8.37723387596556e-06,0,NA,4.13797947346296e-17,18
"chr3R",910367,911760,1,8.44995614126145e-06,0,NA,8.07655120600893e-17,19
"chr3R",906117,906618,1,8.44995614126145e-06,0,NA,7.70393998526701e-17,19
"chr3R",907057,907707,1,8.44995614126145e-06,0,NA,7.29408053111298e-17,19
"chr3R",908094,908686,1,8.44995614126145e-06,0,NA,6.84117294561069e-17,19
"chr3R",908913,909248,1,8.44995614126145e-06,0,NA,7.73049062915246e-17,19
"chr3R",18085566,18085989,1,8.35286435478994e-06,0,NA,5.39448507040567e-17,20
"chr3R",21872152,21872559,1,8.35316154467368e-06,0,NA,2.98957070149704e-17,21
"chr3R",2074961,2075963,3,8.40166335171231e-06,3,0,1.05463813542184e-16,22
"chr3R",7697832,7698277,1,8.37745263844186e-06,0,NA,2.89641361687298e-17,23
"chr3R",7694887,7695191,1,8.37745263844186e-06,0,NA,3.19093622263207e-17,23
"chr3R",5185766,5186445,1,8.37730043581079e-06,0,NA,3.62421386602938e-17,24
"chr3R",5184456,5184747,1,8.37730043581079e-06,0,NA,3.64491577603253e-17,24
"chr3R",2518990,2519482,1,8.35311757278528e-06,0,NA,3.27313199732689e-17,25
"chr3R",2563088,2563385,1,8.35290854344247e-06,0,NA,4.49414758078523e-17,26
"chr3R",12255172,12255521,1,8.3531484958742e-06,0,NA,3.04007890121932e-17,27
"chr3R",20373894,20374101,4,8.47515864343639e-06,4.5,0,1.81642492430303e-16,28
"chr3R",20369431,20369686,4,8.47515864343639e-06,4.5,0,1.80070075656505e-16,28
"chr3R",17259959,17260388,1,8.35307365766732e-06,0,NA,3.61896161036581e-17,29
"chr3R",5709109,5709477,2,8.37721926793922e-06,1,0,7.69175214418731e-17,30
"chr3R",15629529,15629811,3,8.40148381602316e-06,3,0,8.28534753171005e-17,31
"chr3R",10474680,10475080,2,8.37716751676119e-06,1,0,7.87751804183366e-17,32
"chr3R",20040008,20040537,1,8.40186343773089e-06,0,NA,2.85061232759328e-17,33
"chr3R",20041743,20042029,1,8.40186343773089e-06,0,NA,3.10561888069029e-17,33
"chr3R",20044226,20044718,1,8.40186343773089e-06,0,NA,2.67047452101062e-17,33
"chr3R",3939387,3939659,1,8.35295882818198e-06,0,NA,4.34911791072648e-17,34
"chr3R",9367526,9367977,1,8.35311011835564e-06,0,NA,3.3858763240695e-17,35
"chr3R",3983533,3983982,1,8.35275221051626e-06,0,NA,5.78494708812883e-17,36
"chr3R",12879526,12879970,1,8.35311513207143e-06,0,NA,3.23495499987679e-17,37
"chr3R",7471003,7471864,1,8.37674423838289e-06,0,NA,6.5925506540814e-17,38
"chr3R",7474561,7474952,1,8.37674423838289e-06,0,NA,6.54976029597475e-17,38
"chr3R",5304108,5304428,1,8.35288461530942e-06,0,NA,4.78652688007719e-17,39
"chr3R",5334153,5334513,3,8.49864541082164e-06,7,0,1.15399924802313e-16,40
"chr3R",9738232,9738623,2,8.49614507128872e-06,6,0,1.49137286663747e-16,40
"chr3R",9620457,9620760,2,8.37745343086365e-06,1,0,6.2952766839791e-17,41
"chr3R",5453977,5454376,2,8.40187359110294e-06,1,1,5.59035956837746e-17,1
"chr3R",9693173,9693469,1,8.37735821127503e-06,0,NA,3.29853291182451e-17,42
"chr3R",9689683,9689950,1,8.37735821127503e-06,0,NA,3.07703808372843e-17,42
"chr3R",13898355,13898903,2,8.40148911123739e-06,0,0,9.78521724882397e-17,43
"chr3R",10717753,10718501,1,8.3525284314946e-06,0,NA,6.15768719549156e-17,44
"chr3R",5928572,5929298,1,8.35268211109531e-06,0,NA,6.06076445664758e-17,45
"chr3R",25036342,25036681,1,8.35304416199719e-06,0,NA,3.85937694562279e-17,46
"chr3R",22391971,22392319,1,8.50006756978688e-06,0,NA,3.02926255727202e-17,61
"chr3R",22393575,22394031,1,8.50006756978688e-06,0,NA,3.06296382836232e-17,61
"chr3R",26306090,26306358,5,8.45103955972135e-06,10,0,1.44222313693309e-16,47
"chr3R",7394869,7395200,1,8.353127669248e-06,0,NA,3.11270646484221e-17,48
"chr3R",7198347,7198779,1,8.35311248189598e-06,0,NA,3.37189804140686e-17,49
"chr3R",25046709,25047129,1,8.35315231375954e-06,0,NA,3.37120030411934e-17,50
"chr3R",23262980,23263375,3,8.42589017424588e-06,1.5,0,1.25313883674492e-16,51
"chr3R",23259160,23259514,3,8.42589017424588e-06,1.5,0,1.26901766842787e-16,51
"chr3R",8724914,8725313,3,8.40083475070582e-06,3,0,1.42043367054742e-16,52
"chr3R",14246924,14247216,2,8.37737848011777e-06,1,1,6.35066268848908e-17,53
"chr3R",23562137,23562568,1,8.35317043936029e-06,0,NA,3.27657820404329e-17,54
"chr3R",8751308,8751824,1,8.35264002041719e-06,0,NA,6.34947048724665e-17,55
"chr3R",25925139,25925581,2,8.37709622475938e-06,1,0,8.09936413789109e-17,56
"chr3R",13255734,13256135,1,8.35308079881658e-06,0,NA,3.52613001480562e-17,57
"chr3R",9484350,9484891,1,8.35316882343081e-06,0,NA,3.00518980272456e-17,58
"chr3R",9572988,9573388,1,8.40162205450745e-06,0,NA,4.04892183926815e-17,59
"chr3R",11983732,11984140,1,8.40161237065336e-06,0,NA,4.07512005879984e-17,59
"chr3R",11984497,11984887,1,8.40161237065336e-06,0,NA,4.06863746454414e-17,59
"chr3R",12165161,12165469,2,8.40168394685518e-06,0,0,7.57686784642235e-17,60
"chr3R",12164128,12164480,2,8.40168394685518e-06,1,0,7.24426182446566e-17,60
"chr3R",10468317,10468714,1,8.49668221885363e-06,0,NA,7.52079209710573e-17,61
"chr3R",18451829,18452130,2,8.42616946495774e-06,0,0,7.38372117588157e-17,3
"chr3R",18449885,18450637,2,8.42616946495774e-06,1,0,6.99657396093719e-17,3
"chr3R",10208049,10208471,1,8.35294517795585e-06,0,NA,4.56294081463891e-17,62
"chr3R",10281938,10282313,1,8.35291686448943e-06,0,NA,4.41072571547039e-17,63
"chr3R",13195045,13195285,1,8.35267821445397e-06,0,NA,5.61533229515188e-17,64
"chr3R",12347917,12348388,1,8.3531638420961e-06,0,NA,2.9743203557161e-17,65
"chr3R",23467835,23468225,2,8.3774484921785e-06,1,0,6.24233921059978e-17,66
"chr3R",11068236,11069111,2,8.50092347146846e-06,1,0,5.12466212547975e-17,67
"chr3R",11069193,11069692,2,8.50092347146846e-06,0,0,6.83646084320217e-17,67
"chr3R",11069967,11072093,2,8.50092347146846e-06,0,0,6.29380424244251e-17,67
"chr3R",11323906,11324391,4,8.42610261548064e-06,6,0,1.38403125558432e-16,68
"chr3R",25020161,25020604,3,8.40187641610432e-06,3,0,8.61477191694734e-17,69
"chr3R",18556818,18557077,2,8.37740291555498e-06,0,1,7.16508113451662e-17,70
"chr3R",22537501,22537810,4,8.42581044201454e-06,6,0,1.49539412920653e-16,71
"chr3R",12897460,12897823,1,8.35311359661335e-06,0,NA,3.30808154289161e-17,72
"chr3R",17030497,17030877,1,8.37744354205958e-06,0,NA,3.08639447832382e-17,73
"chr3R",17027480,17028033,1,8.37744354205958e-06,0,NA,3.11031691759111e-17,73
"chr3R",20293351,20293791,1,8.3529267097086e-06,0,NA,4.60234789894948e-17,74
"chr3R",15711558,15711801,1,8.35313422340397e-06,0,NA,3.39250485976741e-17,75
"chr3R",17884566,17885050,1,8.42620021772771e-06,0,NA,3.23747628146333e-17,76
"chr3R",18247377,18247819,3,8.42625604066991e-06,5,0,1.03594680635689e-16,76
"chr3R",16579120,16579182,1,8.35303136049156e-06,0,NA,4.09934570887721e-17,77
"chr3R",14862304,14862892,1,8.35315976568281e-06,0,NA,2.84922707961779e-17,78
"chr3R",15312451,15313047,1,8.35300730773849e-06,0,NA,3.92567702890531e-17,79
"chr3R",15964515,15964894,1,8.3530350223965e-06,0,NA,3.93472930016328e-17,80
"chr3R",25935158,25935559,1,8.37533312844699e-06,0,NA,7.78681408244344e-17,81
"chr3R",25931417,25931884,1,8.37533312844699e-06,0,NA,9.76651257797991e-17,81
"chr3R",19012011,19012259,2,8.3762459939924e-06,1,0,7.72082413259223e-17,82
"chr3R",23113466,23113798,1,8.50006414493931e-06,0,NA,2.75755341832491e-17,61
"chr3R",27055015,27055327,1,8.50032687457025e-06,0,NA,4.125459346564e-17,5
"chr3R",16872452,16872710,1,8.50026119665507e-06,0,NA,3.64427927247647e-17,5
"chr3R",17415395,17415884,1,8.37683127740045e-06,0,NA,6.07287979900308e-17,83
"chr3R",17411667,17412218,1,8.37683127740045e-06,0,NA,6.04368697939116e-17,83
"chr3R",17734534,17734873,2,8.3768009050553e-06,1,0,9.76341929908063e-17,84
"chr3R",20406279,20406527,3,8.42570433061197e-06,2,0,1.44858250853082e-16,85
"chr3R",20406732,20407146,3,8.42570433061197e-06,1,0,1.43754981379007e-16,85
"chr3R",18111681,18112094,2,8.42595270666272e-06,0.5,0,8.60804740854595e-17,6
"chr3R",18113532,18113816,2,8.42595270666272e-06,0.5,0,8.56963919554661e-17,6
"chr3R",22702714,22703063,2,8.40058227605127e-06,0.5,0,1.25958316778508e-16,86
