"chrom","start","end","degree","closeness","betweenness","Local_cluster_coefficient","Eigenvector_centrality","membership"
"chrX",3167911,3168632,1,2.26464179353043e-06,0,NA,0,53
"chrX",3186788,3187280,2,2.26469525248769e-06,1,0,0,54
"chrX",3201543,3202055,4,2.27835357990116e-06,2,0,0,55
"chrX",3204442,3204880,4,2.27835357990116e-06,2,0,0,55
"chrX",3199350,3199830,4,2.27835357990116e-06,2,0,0,55
"chrX",3272803,3273167,1,2.26128183447439e-06,0,NA,0,56
"chrX",3289666,3290196,1,2.26128703209949e-06,0,NA,2.47849556215984e-20,57
"chrX",3312910,3313432,3,2.27134977280569e-06,1.5,0,6.48005437702772e-17,58
"chrX",3313722,3314384,3,2.27134977280569e-06,1.5,0,5.78343966119101e-17,58
"chrX",3368507,3368859,1,2.26469520115822e-06,0,NA,0,59
"chrX",3364555,3364979,1,2.26469520115822e-06,0,NA,6.12039711399465e-19,59
"chrX",3605387,3605897,7,2.27141669414174e-06,0.333333333333333,0.238095238095238,1,5
"chrX",3602452,3602850,3,2.27138074136184e-06,0,1,0.556635098766678,5
"chrX",3603523,3603984,3,2.27138074136184e-06,0,1,0.556635098766678,5
"chrX",3604780,3605188,7,2.27141669414174e-06,0.333333333333333,0.238095238095238,1,5
"chrX",3639526,3639811,2,2.26468006828608e-06,1,0,0,60
"chrX",3700783,3701103,2,2.26812899841331e-06,0,1,3.78359106647066e-18,17
"chrX",3702235,3702515,2,2.26812899841331e-06,0,1,6.99702302603151e-18,17
"chrX",3710016,3710487,5,2.26810666481879e-06,0.5,0.2,0,61
"chrX",3705521,3705943,3,2.26810666481879e-06,0.5,0.666666666666667,0,61
"chrX",3779819,3780186,3,2.26810781393428e-06,3,0,2.23821914691102e-18,62
"chrX",3905745,3906319,1,2.2612834448014e-06,0,NA,0,63
"chrX",3936078,3936480,3,2.33419634873509e-06,0,0.666666666666667,0,6
"chrX",3939997,3940482,7,2.33484055904257e-06,5.66666666666667,0.285714285714286,4.53568325167025e-18,6
"chrX",3945140,3945591,6,2.33485760967522e-06,46.6666666666667,0.2,6.65864320910131e-18,6
"chrX",3941727,3942150,4,2.33484055904257e-06,5.66666666666667,0.5,2.05007560791758e-17,6
"chrX",4011566,4012016,1,2.26469215538271e-06,0,NA,1.18123583468384e-18,64
"chrX",4013931,4014237,1,2.26469215538271e-06,0,NA,3.20674688915668e-19,64
"chrX",4034626,4035061,5,2.28874704399937e-06,26,0,2.08485597180441e-17,114
"chrX",4205168,4205593,1,2.26468713035031e-06,0,NA,0,65
"chrX",4207017,4207569,1,2.26468713035031e-06,0,NA,0,65
"chrX",4295122,4295755,2,2.28180457132052e-06,0,0,0,7
"chrX",4296048,4296305,2,2.28180457132052e-06,0,0,0,7
"chrX",4298971,4299329,2,2.28180457132052e-06,0,0,0,7
"chrX",4360582,4361394,1,2.26128367645391e-06,0,NA,0,66
"chrX",4372623,4373040,5,2.28187096762107e-06,8,0,0,7
"chrX",4374267,4374828,5,2.28187096762107e-06,6,0,0,7
"chrX",4420167,4420627,1,2.33481303427538e-06,0,NA,0,6
"chrX",4421121,4421465,1,2.33481303427538e-06,0,NA,0,6
"chrX",4440325,4440676,4,2.26466122442814e-06,0,0.166666666666667,6.63850888444845e-19,67
"chrX",4438763,4439005,2,2.26466122442814e-06,0,1,0,67
"chrX",4464536,4464919,2,2.26470147648079e-06,1,0,5.15222335366023e-18,68
"chrX",4511357,4511706,3,2.31320117819114e-06,15,0,2.56066784588943e-18,69
"chrX",4634340,4634743,3,2.26129101412022e-06,0,0,0,70
"chrX",4655868,4656210,4,2.31296691063548e-06,22.25,0,7.68316357853008e-18,69
"chrX",4657979,4658483,4,2.31296691063548e-06,16.75,0,1.51186977748389e-17,69
"chrX",4760115,4760493,1,2.26457427146632e-06,0,NA,0,71
"chrX",4755217,4755662,1,2.26457427146632e-06,0,NA,0,71
"chrX",4842723,4843078,1,2.29558176199086e-06,0,NA,0,72
"chrX",4858416,4858710,2,2.28865752292864e-06,0,0,0,152
"chrX",4900926,4901294,3,2.30614889308979e-06,0,1,0,8
"chrX",4901343,4901667,3,2.30614889308979e-06,0,1,0,8
"chrX",4902022,4902402,3,2.30614889308979e-06,0,1,0,8
"chrX",4903551,4903832,3,2.30614889308979e-06,0,1,0,8
"chrX",4904482,4904698,14,2.30626170165253e-06,8.33333333333333,0.241758241758242,0,8
"chrX",4899518,4900098,3,2.30614889308979e-06,0,1,0,8
"chrX",4908854,4909371,11,2.30626170165253e-06,8.33333333333333,0.4,0,8
"chrX",4909564,4910200,17,2.30628756344454e-06,29.3333333333333,0.220588235294118,0,8
"chrX",4915104,4915469,12,2.30626089109837e-06,7,0.333333333333333,0,8
"chrX",4910732,4911182,6,2.30622549229824e-06,1,0.666666666666667,0,8
"chrX",4911546,4911775,6,2.30622549229824e-06,1,0.666666666666667,0,8
"chrX",4911838,4911897,6,2.30622549229824e-06,1,0.666666666666667,0,8
"chrX",4916437,4916800,6,2.30623668860176e-06,4,0.533333333333333,0,8
"chrX",4918200,4918580,6,2.30623668860176e-06,4,0.533333333333333,0,8
"chrX",4931208,4931632,1,2.26468880525606e-06,0,NA,0,73
"chrX",4934520,4934881,1,2.26468880525606e-06,0,NA,0,73
"chrX",5187638,5187957,1,2.29230374647561e-06,0,NA,2.99076926548254e-18,75
"chrX",5189777,5189984,6,2.29230933155848e-06,19,0,0,75
"chrX",5190966,5191324,5,2.29229444604464e-06,3,0,0,75
"chrX",5192162,5192640,5,2.29229444604464e-06,3,0,0,75
"chrX",5216408,5216716,1,2.26129131369097e-06,0,NA,2.25055569636325e-18,74
"chrX",5241731,5242227,4,2.29229548817165e-06,2.33333333333333,0,0,75
"chrX",5243641,5244043,4,2.29229548817165e-06,2.33333333333333,0,0,75
"chrX",5244152,5244664,4,2.29229548817165e-06,2.33333333333333,0,0,75
"chrX",5249940,5250624,2,2.27153456610562e-06,0,1,0,9
"chrX",5296985,5297384,1,2.30620403079987e-06,0,NA,2.1654142686846e-20,156
"chrX",5297621,5298036,1,2.30620403079987e-06,0,NA,0,156
"chrX",5348124,5348678,4,2.27155338514587e-06,0,0.5,2.38446278967817e-18,9
"chrX",5349452,5349730,6,2.27155338514587e-06,3,0.2,4.00263520828702e-18,9
"chrX",5734562,5734851,5,2.26467272007689e-06,0,0.1,0,10
"chrX",5734948,5735345,5,2.26467272007689e-06,0,0.1,0,10
"chrX",5729434,5729732,2,2.26467272007689e-06,0,1,0,10
"chrX",5741966,5742409,1,2.26125957822519e-06,0,NA,0,76
"chrX",5761871,5762297,1,2.26129740986686e-06,0,NA,1.85698960066173e-18,77
"chrX",5827449,5827889,2,2.3132033270877e-06,5.5,0,7.7204927839097e-18,69
"chrX",5829384,5829812,2,2.3132033270877e-06,20.5,0,5.86622918599333e-18,69
"chrX",5898663,5899082,1,2.26128999949205e-06,0,NA,1.75037170267021e-18,78
"chrX",5975121,5975479,6,2.28174427265837e-06,20,0,1.64118405845638e-16,79
"chrX",6004682,6005115,1,2.33486928541611e-06,0,NA,6.07429373959353e-19,6
"chrX",6110009,6110439,2,2.27153167110273e-06,0.5,0,0,80
"chrX",6113680,6113893,2,2.27153167110273e-06,0.5,0,1.48556037756819e-19,80
"chrX",6411383,6411747,4,2.31247652248426e-06,0,0,9.12860954620382e-16,69
"chrX",6409308,6409748,6,2.3129673001075e-06,55,0,9.40110535355319e-16,69
"chrX",6424832,6425240,3,2.2612905065708e-06,0,0,0,81
"chrX",6443358,6443724,3,2.33485357556046e-06,41,0,5.73259673773224e-18,6
"chrX",6540249,6540684,3,2.28187260421402e-06,12,0,0,52
"chrX",6546870,6547379,5,2.33487839525226e-06,92,0,4.68901943069866e-19,6
"chrX",6565495,6566188,6,2.33491757139225e-06,75.75,0.133333333333333,0,6
"chrX",6564451,6564738,6,2.33491757139225e-06,93.25,0.133333333333333,0,6
"chrX",6731694,6732037,1,2.26129367488498e-06,0,NA,8.70273336930491e-19,11
"chrX",6734927,6735328,3,2.26129367488498e-06,0,0,1.35463260683369e-18,11
"chrX",6867972,6868245,2,2.27498342571188e-06,0,0,1.31018029219839e-18,88
"chrX",6975036,6975386,7,2.2749239538204e-06,1,0.285714285714286,0,12
"chrX",6973240,6973717,3,2.27489147103492e-06,0,0.666666666666667,0,12
"chrX",6976598,6977371,4,2.27491060191185e-06,1,0.5,0,12
"chrX",6977753,6978066,4,2.27491060191185e-06,1,0.5,0,12
"chrX",7103243,7103952,4,2.29219430773155e-06,9,0.333333333333333,0,93
"chrX",7122337,7122699,3,2.292196204194e-06,0,0.666666666666667,0,93
"chrX",7124782,7125138,8,2.29223226531972e-06,8.16666666666667,0.285714285714286,0,93
"chrX",7130003,7130747,5,2.29223226531972e-06,6.16666666666667,0.4,0,93
"chrX",7128338,7128805,5,2.29223226531972e-06,6.66666666666667,0.4,0,93
"chrX",7149689,7150146,2,2.26467488573153e-06,1,0,0,82
"chrX",7182396,7182668,3,2.31319154855951e-06,5,0,6.37337416078244e-16,69
"chrX",7184406,7184701,3,2.31319154855951e-06,5,0,6.01004641764995e-16,69
"chrX",7184859,7185188,3,2.31319154855951e-06,5,0,5.75268926626443e-16,69
"chrX",7179619,7180120,5,2.31320367336117e-06,54,0,6.0251850736138e-16,69
"chrX",7196710,7197098,5,2.31319306415277e-06,33,0,3.68058573121195e-17,69
"chrX",7205875,7205939,2,2.26794684972012e-06,0.5,0,0,83
"chrX",7204394,7204784,2,2.26794684972012e-06,0.5,0,0,83
"chrX",7380221,7380704,1,2.26129332599441e-06,0,NA,0,84
"chrX",7420552,7421076,3,2.27142053108802e-06,0,0,0,13
"chrX",7485219,7485488,2,2.27152288530004e-06,0.333333333333333,0,0,13
"chrX",7483382,7483744,2,2.27152288530004e-06,0.333333333333333,0,0,13
"chrX",7483961,7484340,2,2.27152288530004e-06,0.333333333333333,0,0,13
"chrX",7552549,7552921,1,2.27498916204673e-06,0,NA,3.62108148282826e-18,88
"chrX",7560139,7560631,2,2.2681291120636e-06,1,0,6.94939271095888e-18,85
"chrX",7561846,7562220,2,2.2681291120636e-06,0,0,1.49500235999122e-18,85
"chrX",7870283,7870640,5,2.26810377060402e-06,0,0.2,0,86
"chrX",7868348,7868671,3,2.26810377060402e-06,1,0.666666666666667,0,86
"chrX",7918611,7918921,1,2.26127975119204e-06,0,NA,0,87
"chrX",7931753,7932014,3,2.27499050117597e-06,1.5,0,7.96124529333409e-19,88
"chrX",7933577,7933911,3,2.27499050117597e-06,3.5,0,1.6119858682434e-18,88
"chrX",8195152,8195463,2,2.27140164977881e-06,0,0,0,14
"chrX",8260066,8260590,2,2.27145897152616e-06,1,0,0,14
"chrX",8255695,8255991,2,2.27145897152616e-06,1,0,0,14
"chrX",8277765,8278137,3,2.27147523269321e-06,4,0,0,14
"chrX",8286328,8286752,1,2.26810729275375e-06,0,NA,2.54890770406709e-21,89
"chrX",8287389,8287704,1,2.26810729275375e-06,0,NA,0,89
"chrX",8349035,8349434,3,2.27479192541315e-06,1,0,0,90
"chrX",8349520,8349815,3,2.27479192541315e-06,1,0,0,90
"chrX",8344078,8344617,3,2.27479192541315e-06,1,0,0,90
"chrX",8392106,8392468,3,2.26810647964944e-06,3,0,3.15528071983477e-19,91
"chrX",8461307,8461759,3,2.26811916663092e-06,3,0,2.52665220971683e-18,92
"chrX",8501131,8501547,1,2.27140116284744e-06,0,NA,0,41
"chrX",8524451,8524815,3,2.29220914084756e-06,17,0,0,93
"chrX",8567890,8568097,1,2.281722865189e-06,0,NA,2.50496982508924e-18,94
"chrX",8578095,8578483,3,2.28172403609813e-06,11,0,0,94
"chrX",8600443,8600888,7,2.2958451579168e-06,5.5,0.142857142857143,6.5474382630157e-18,72
"chrX",8597600,8597807,2,2.29584004103906e-06,0,1,4.15655619435905e-18,72
"chrX",8599669,8600082,7,2.2958451579168e-06,3.5,0.142857142857143,1.73048279921533e-17,72
"chrX",8675179,8675736,1,2.28154913869519e-06,0,NA,0,94
"chrX",8672488,8673050,1,2.28154913869519e-06,0,NA,0,94
"chrX",8673642,8673985,1,2.28154913869519e-06,0,NA,0,94
"chrX",8669699,8670153,1,2.28154913869519e-06,0,NA,0,94
"chrX",8755910,8756436,5,2.2958453762377e-06,13.25,0.1,1.54403867307627e-17,72
"chrX",8757867,8758360,5,2.2958453762377e-06,21.75,0.1,4.00602733087441e-18,72
"chrX",8762426,8762875,4,2.29584536717174e-06,16,0,1.2420067773114e-17,72
"chrX",8763999,8764441,4,2.29584536717174e-06,2,0,9.15741324158796e-18,72
"chrX",8890158,8890902,7,2.27155905500606e-06,0,0.238095238095238,3.82853538409828e-18,15
"chrX",8887420,8888044,3,2.27155868959693e-06,0,1,4.18341496926557e-18,15
"chrX",8888148,8888638,3,2.27155868959693e-06,0,1,4.15615831456825e-18,15
"chrX",8889428,8889812,7,2.27155905500606e-06,0,0.238095238095238,1.09296025439582e-17,15
"chrX",8907334,8907832,3,2.26811740736764e-06,3,0,0,95
"chrX",8933885,8934159,1,2.26129689722156e-06,0,NA,3.2857097605767e-18,96
"chrX",8969628,8970029,3,2.26129328418175e-06,0,0,0,97
"chrX",9084762,9084999,3,2.2681206299978e-06,3,0,3.64918755647266e-19,98
"chrX",9108127,9108417,7,2.30284765381253e-06,63,0,2.41684109691411e-17,99
"chrX",9184541,9184873,1,2.26129347762347e-06,0,NA,1.78062470876075e-18,100
"chrX",9208683,9209038,1,2.28529997401322e-06,0,NA,2.03085692805539e-18,101
"chrX",9243610,9244056,1,2.28510634167529e-06,0,NA,0,101
"chrX",9244156,9244490,1,2.28510634167529e-06,0,NA,0,101
"chrX",9239783,9240319,1,2.28510634167529e-06,0,NA,0,101
"chrX",9245774,9246242,1,2.28529058324454e-06,0,NA,0,101
"chrX",9247206,9247495,1,2.28529058324454e-06,0,NA,0,101
"chrX",9247594,9247954,1,2.28529058324454e-06,0,NA,0,101
"chrX",9248686,9249230,1,2.28529058324454e-06,0,NA,0,101
"chrX",9307558,9308126,1,2.26464080275155e-06,0,NA,0,16
"chrX",9445014,9445370,1,2.26454869663728e-06,0,NA,0,102
"chrX",9441549,9441847,1,2.26454869663728e-06,0,NA,0,102
"chrX",9507876,9508096,2,2.26467426090606e-06,1,0,0,16
"chrX",9569102,9569495,2,2.26470777352314e-06,1,0,1.21234497852789e-18,103
"chrX",9615599,9615800,2,2.26467523200442e-06,1,0,0,104
"chrX",9641155,9641454,1,2.26469079946433e-06,0,NA,0,105
"chrX",9642293,9642654,1,2.26469079946433e-06,0,NA,4.24969731510733e-19,105
"chrX",9881462,9881807,1,2.26811183404201e-06,0,NA,2.44166321875882e-19,106
"chrX",9883927,9884365,1,2.26811183404201e-06,0,NA,0,106
"chrX",9884982,9885438,1,2.26811183404201e-06,0,NA,0,106
"chrX",9946678,9947026,2,2.2646991589302e-06,1,0,4.54739212485461e-19,107
"chrX",10028433,10028925,2,2.27147350240728e-06,0.333333333333333,0,0,108
"chrX",10028995,10029367,2,2.27147350240728e-06,0.333333333333333,0,0,108
"chrX",10029814,10030074,2,2.27147350240728e-06,0.333333333333333,0,0,108
"chrX",10222577,10222887,1,2.28174322562924e-06,0,NA,2.73863845100975e-18,79
"chrX",10585649,10586052,2,2.26470540315773e-06,1,0,1.71104235053913e-18,109
"chrX",10601505,10601828,2,2.26810608663989e-06,0.5,0,2.3823585006855e-19,110
"chrX",10604734,10605048,2,2.26810608663989e-06,0.5,0,6.04782117086628e-19,110
"chrX",10686345,10686801,3,2.27150081477211e-06,3,0,0,36
"chrX",10721723,10722288,1,2.26469813842041e-06,0,NA,0,111
"chrX",10723564,10724061,1,2.26469813842041e-06,0,NA,1.14282265750595e-18,111
"chrX",10930239,10930686,1,2.26466987048446e-06,0,NA,0,112
"chrX",10925859,10926291,1,2.26466987048446e-06,0,NA,0,112
"chrX",10959636,10960027,3,2.26470527429949e-06,0,0,2.64312454860553e-18,109
"chrX",10999930,11000225,7,2.26812907679867e-06,0,0.0952380952380952,5.65825087692867e-20,17
"chrX",11005038,11005286,7,2.26812907679867e-06,1,0.0952380952380952,2.00848189295294e-17,17
"chrX",11120484,11120984,1,2.26460080523525e-06,0,NA,0,113
"chrX",11116265,11116610,1,2.26460080523525e-06,0,NA,0,113
"chrX",11215147,11215540,1,2.28186169471132e-06,0,NA,3.19257449503736e-18,7
"chrX",11440234,11440612,5,2.2646996914088e-06,0,0.1,0,18
"chrX",11438706,11439556,5,2.2646996914088e-06,0,0.1,0,18
"chrX",11515887,11516280,1,2.28864455764829e-06,0,NA,0,114
"chrX",11516725,11517092,1,2.28864455764829e-06,0,NA,0,114
"chrX",11585487,11585862,3,2.26811312381919e-06,3,0,4.0905390903462e-18,115
"chrX",11655837,11656384,1,2.28872586455072e-06,0,NA,4.44040065735463e-19,114
"chrX",11654645,11654947,2,2.28874704399937e-06,20,0,0,114
"chrX",11672260,11672680,2,2.26810254968864e-06,0.5,0,0,116
"chrX",11669153,11669509,2,2.26810254968864e-06,0.5,0,9.73114435820405e-19,116
"chrX",11892462,11892785,2,2.27475640714663e-06,4,0,0,150
"chrX",11929665,11929983,1,2.26126903839208e-06,0,NA,0,117
"chrX",11944382,11944834,5,2.26804390464682e-06,0.5,0.2,1.68827799260956e-17,118
"chrX",11946354,11946864,3,2.26804390464682e-06,0.5,0.666666666666667,3.00925138812738e-17,118
"chrX",12020600,12021200,1,2.26125252023335e-06,0,NA,0,119
"chrX",12120059,12120528,2,2.26809594437884e-06,0.5,0,0,120
"chrX",12118246,12118687,2,2.26809594437884e-06,0.5,0,0,120
"chrX",12230308,12230564,3,2.2612966368389e-06,0,0,1.47130747770922e-18,19
"chrX",12226268,12226678,1,2.2612966368389e-06,0,NA,3.00370953079925e-18,19
"chrX",12239535,12239784,3,2.26806948426945e-06,3,0,0,121
"chrX",12256220,12256602,1,2.26125723162411e-06,0,NA,0,122
"chrX",12347938,12348283,1,2.26129710356518e-06,0,NA,1.84171673996486e-18,123
"chrX",12425873,12426255,1,2.26797682790515e-06,0,NA,0,20
"chrX",12428933,12429137,1,2.26797682790515e-06,0,NA,0,20
"chrX",12433018,12433344,3,2.26805259715848e-06,3,0,0,20
"chrX",12678222,12678585,1,2.26127098546581e-06,0,NA,0,124
"chrX",12972303,12972588,4,2.30623562806922e-06,26,0,0,156
"chrX",13137806,13138440,2,2.27140098919182e-06,3,0,0,125
"chrX",13191827,13192239,1,2.26810380252952e-06,0,NA,4.1598955260447e-19,89
"chrX",13222165,13222638,2,2.27151564197829e-06,3,0,0,128
"chrX",13234446,13234784,1,2.26128244428276e-06,0,NA,0,126
"chrX",13250747,13251144,2,2.26796304068255e-06,0.5,0,0,127
"chrX",13251384,13251786,2,2.26796304068255e-06,0.5,0,0,127
"chrX",13295750,13296116,1,2.2714918083224e-06,0,NA,0,146
"chrX",13299618,13299823,1,2.2714918083224e-06,0,NA,0,146
"chrX",13319846,13320330,3,2.27152450784152e-06,5,0,0,128
"chrX",13522833,13523022,1,2.27826837340385e-06,0,NA,0,145
"chrX",13523205,13523632,1,2.27826837340385e-06,0,NA,0,145
"chrX",13530771,13531324,3,2.27839263678706e-06,9,0,0,145
"chrX",13810675,13811155,1,2.26796431818234e-06,0,NA,0,129
"chrX",13813803,13814185,1,2.26796431818234e-06,0,NA,0,129
"chrX",13809299,13809617,1,2.26796431818234e-06,0,NA,0,129
"chrX",14035245,14035558,1,2.28866562561008e-06,0,NA,0,130
"chrX",14037928,14038354,1,2.28866562561008e-06,0,NA,0,130
"chrX",14039467,14039796,4,2.28876501005456e-06,20,0,0,130
"chrX",14034310,14034681,1,2.28866562561008e-06,0,NA,0,130
"chrX",14042586,14042851,3,2.28872898914403e-06,3,0,0,130
"chrX",14067655,14068186,3,2.28874699945757e-06,4.66666666666667,0,0,130
"chrX",14068728,14069218,3,2.28874699945757e-06,1.66666666666667,0,0,130
"chrX",14069386,14069853,3,2.28874699945757e-06,4.66666666666667,0,0,130
"chrX",14264299,14264776,5,2.26810975606331e-06,0.5,0.2,0,131
"chrX",14259060,14259502,3,2.26810975606331e-06,0.5,0.666666666666667,0,131
"chrX",14375019,14375410,1,2.26128139532072e-06,0,NA,0,132
"chrX",14541621,14541966,3,2.26810223014087e-06,1,0.666666666666667,0,133
"chrX",14639365,14639647,5,2.26810027716516e-06,0,0.2,0,133
"chrX",14672026,14672375,2,2.26470223346164e-06,1,0,3.66616141892202e-18,134
"chrX",15030665,15031175,1,2.26469695854784e-06,0,NA,0,135
"chrX",15033140,15033482,1,2.26469695854784e-06,0,NA,2.29871724590254e-18,135
"chrX",15067968,15068229,1,2.26129132351389e-06,0,NA,0,136
"chrX",15119987,15120320,3,2.26469766703746e-06,1,0,0,137
"chrX",15385938,15386377,1,2.26129727671733e-06,0,NA,8.7487056435126e-19,138
"chrX",15472226,15472570,1,2.26129140310967e-06,0,NA,0,139
"chrX",15492597,15492928,2,2.27838331139999e-06,5,0,8.25693466949917e-19,145
"chrX",15533902,15534234,4,2.27154191739518e-06,3,0.5,0,140
"chrX",15534456,15534732,6,2.27154191739518e-06,0,0.2,0,140
"chrX",15757127,15757466,1,2.26470806828114e-06,0,NA,2.39462820910698e-18,141
"chrX",15757705,15758106,1,2.26470806828114e-06,0,NA,1.68564557286353e-18,141
"chrX",15865540,15866022,3,2.2958452382981e-06,18,0,1.37554149162108e-17,72
"chrX",16035079,16035375,1,2.26464542203274e-06,0,NA,0,142
"chrX",16034194,16034588,1,2.26464542203274e-06,0,NA,0,142
"chrX",16097568,16097877,2,2.26808211751231e-06,2,0,0,143
"chrX",16104992,16105323,2,2.26808211751231e-06,2,0,2.45845570376444e-18,143
"chrX",16260767,16261039,3,2.28866114682282e-06,8,0,1.51067166319402e-18,152
"chrX",16412136,16412352,2,2.27152514595709e-06,0,0,0,80
"chrX",16417408,16417868,2,2.27140246896212e-06,0,0,0,144
"chrX",16599706,16600231,3,2.27839278986143e-06,11,0,9.3627183119443e-18,145
"chrX",16784835,16785159,2,2.2715150609146e-06,0,1,0,146
"chrX",16905245,16905517,1,2.27150825935852e-06,0,NA,0,26
"chrX",17081910,17082171,2,2.26468914992789e-06,1,0,0,21
"chrX",17119774,17120375,6,2.27152463092396e-06,5,0.0666666666666667,0,146
"chrX",17152741,17153086,1,2.26128308732346e-06,0,NA,0,147
"chrX",17277015,17277460,2,2.26468006828608e-06,1,0,0,148
"chrX",17420059,17420521,4,2.26469428445972e-06,1,0,0,22
"chrX",17415898,17416339,1,2.26468735322268e-06,0,NA,0,22
"chrX",17416588,17416923,1,2.26468735322268e-06,0,NA,0,22
"chrX",17445046,17445394,5,2.26467835901e-06,0,0.1,0,23
"chrX",17440005,17440565,2,2.26467665871183e-06,0,1,0,23
"chrX",17450289,17450737,5,2.26467835901e-06,0,0.1,0,23
"chrX",17460654,17460944,1,2.27148895358099e-06,0,NA,0,149
"chrX",17554656,17555037,4,2.26129743785797e-06,0,0,3.83035920340136e-18,24
"chrX",17560090,17560548,4,2.26129743785797e-06,0,0,4.48719304399886e-18,24
"chrX",17828906,17829252,2,2.27475544281375e-06,1.5,0,0,150
"chrX",17824450,17824695,2,2.27475544281375e-06,1.5,0,0,150
"chrX",17857872,17858429,1,2.26127608724718e-06,0,NA,0,151
"chrX",17888621,17889250,2,2.28835456088334e-06,3.5,0,0,152
"chrX",17889549,17890057,2,2.28835456088334e-06,3.5,0,0,152
"chrX",17955358,17955745,4,2.28866137528213e-06,18.5,0,6.74912033263528e-17,152
