"chr","start","end","name","H3K27Ac.wig","H3K27Me3.wig","H3K4Me1.wig","H3K4Me3.wig","H3K9Ac.wig","H3K27Ac.wig_pvalue","H3K27Ac.wig_difference","H3K27Me3.wig_pvalue","H3K27Me3.wig_difference","H3K4Me1.wig_pvalue","H3K4Me1.wig_difference","H3K4Me3.wig_pvalue","H3K4Me3.wig_difference","H3K9Ac.wig_pvalue","H3K9Ac.wig_difference","cluster.id"
"chrX",238871,239177,"em_common_peak-4911",1.46688227181007,0.608592909330514,-0.815020048471026,2.57402253072653,-0.0270105077172627,6.61447147000243e-239,"more",0,"more",0,"less",0,"more",2.73612712644259e-153,"less",1
"chrX",273124,273459,"em_common_peak-4912",-1.09181691185011,-3.83143572438916,-2.83688704693646,-1.16753944877874,-0.0362119446277089,0,"less",0,"less",0,"less",0,"less",8.68934060025881e-155,"less",1
"chrX",301993,302303,"em_common_peak-4913",-0.391687370638163,-4.75931411060076,-2.27727724621001,0.424994231104635,4.11873266381048,0,"less",0,"less",0,"less",2.06583758538017e-51,"less",2.14799494366866e-230,"more",1
"chrX",305637,305834,"em_common_peak-4914",-2.2986874965568,-1.08237324437266,-2.67116230848087,-2.24454101500213,-0.0379041543329321,0,"less",0,"less",0,"less",0,"less",4.59905740333906e-155,"less",1
"chrX",324261,324821,"em_common_peak-4915",0,0,0,0,0,0,"less",9.22510585641551e-93,"more",0,"less",0,"less",6.20264086269245e-149,"less",1
"chrX",357796,358132,"em_common_peak-4916",-2.72077919089875,-0.450277160816634,-2.22826316686442,-0.112933132581239,-0.0211679507032736,0,"less",5.87807989295956e-82,"less",0,"less",0,"less",2.42437563896056e-152,"less",1
"chrX",384635,384907,"em_common_peak-4917",4.425936256829,-0.49791014887797,1.23268689114338,-0.0398217385498805,-0.0305779274417666,0,"more",1.0632648856811e-120,"less",0,"less",0,"less",7.19730218052825e-154,"less",1
"chrX",425674,426131,"em_common_peak-4918",12.4180247684605,1.87187733284817,8.49875521475133,4.80960597664462,-0.066495275939078,0,"more",0,"more",0,"more",0,"more",9.04927854697752e-160,"less",1
"chrX",430329,430795,"em_common_peak-4919",2.17322006171476,0.493798303641127,-3.97993801210351,-1.52307897678269,-0.0662144895213193,0,"more",0,"more",0,"less",0,"less",1.00733717171296e-159,"less",1
"chrX",462910,463282,"em_common_peak-4920",4.17231359682293,1.58447646100025,-1.38259121664391,-4.51841470419579,-0.0690111908402143,0,"more",0,"more",0,"less",0,"less",3.46029014921690e-160,"less",1
"chrX",584055,584467,"em_common_peak-4921",0.750782487106905,-3.63122957867366,-2.27739783150215,1.65136614163515,-0.0356627131225603,0,"less",0,"less",0,"less",0,"more",1.06811155857777e-154,"less",1
"chrX",619597,620083,"em_common_peak-4922",1.11163124242531,1.03214965374963,-2.42143174000159,-1.09877067211601,0.492163989116484,1.79796459205278e-20,"less",0,"more",0,"less",0,"less",1.20813091474722e-80,"less",1
"chrX",644923,645328,"em_common_peak-4923",1.01754067027203,-1.6736679069117,-1.10600611304834,2.58138683366323,0.547915900138154,3.67227524504767e-93,"less",0,"less",0,"less",0,"more",3.10980845533229e-74,"less",1
"chrX",658442,658862,"em_common_peak-4924",26.7320958682756,-8.13473112029757,23.0438990798242,-0.227235952307002,-0.0957367155662631,0,"more",0,"less",0,"more",0,"less",1.17588546653341e-164,"less",1
"chrX",663990,664303,"em_common_peak-4925",-2.02611821961168,-8.87640527181876,10.0068291965514,2.84158876151516,-0.0801370249783687,0,"less",0,"less",0,"more",0,"more",4.85601432321037e-162,"less",1
"chrX",683146,683445,"em_common_peak-4926",-1.31553428920704,-1.91534848982231,2.38952799580151,1.54749557366896,0.373808072881674,0,"less",0,"less",0.951931530076091,"equal",0,"more",3.78887021432707e-95,"less",1
"chrX",717357,717708,"em_common_peak-4927",-1.96881676774294,-1.86140109456368,-2.11757433561331,-5.02840790576215,5.0834847894189,0,"less",0,"less",0,"less",0,"less",0,"more",1
"chrX",729546,729860,"em_common_peak-4928",0.40975583638709,-3.48541453548953,-0.468169424107477,2.06223404587185,-0.0296313593866055,0,"less",0,"less",0,"less",0,"more",1.02603837021557e-153,"less",1
"chrX",754285,754740,"em_common_peak-4929",4.19577283397113,-1.58094041905101,-2.75080533935413,-2.27661824093614,-0.0379516766111908,0,"more",0,"less",0,"less",0,"less",4.51757553227035e-155,"less",1
"chrX",755175,755424,"em_common_peak-4930",-2.21661007659015,-5.03277903721497,-2.39476651720015,-2.55355205974382,-0.0495301505690744,0,"less",0,"less",0,"less",0,"less",5.72243289229758e-157,"less",1
"chrX",760768,761213,"em_common_peak-4931",0.0877479211901429,-0.843679012131756,-2.55682129094224,-2.44470244324052,0.350487756802171,0,"less",0,"less",0,"less",0,"less",3.77926613247554e-98,"less",1
"chrX",764259,764670,"em_common_peak-4932",-2.03960827163184,-0.901064215622069,-2.44713411592668,-0.146142635042998,2.75709014102515,0,"less",0,"less",0,"less",0,"less",2.61335352524725e-39,"more",1
"chrX",782598,783074,"em_common_peak-4933",-0.72222724815562,0.935241399572868,-0.369023642986065,1.29723995712016,1.89598110336351,0,"less",0,"more",0,"less",0,"more",0.368957693621067,"equal",1
"chrX",850338,850706,"em_common_peak-4934",1.78897998175708,-2.48759822346205,0.834946207768396,-1.41465263335661,12.8005053561602,0,"more",0,"less",0,"less",0,"less",0,"more",1
"chrX",857884,858368,"em_common_peak-4935",-5.64398518106619,-2.02512984540505,-4.06980793397859,-4.78766030811437,-0.0771173515387817,0,"less",0,"less",0,"less",0,"less",1.54959358580893e-161,"less",1
"chrX",864846,865562,"em_common_peak-4936",-0.16071122643155,-2.97329899665284,-1.95801501233943,-1.31102767911237,-0.0331921800035445,0,"less",0,"less",0,"less",0,"less",2.70061874073137e-154,"less",1
"chrX",884439,884726,"em_common_peak-4937",0.363136340599015,3.049768167776,0.349692480263985,3.14925180682908,-0.0277011296455848,0,"less",0,"more",0,"less",0,"more",2.11322473502036e-153,"less",1
"chrX",890442,890867,"em_common_peak-4938",0.14020807301268,2.47654703652353,1.7250265681602,-1.40964627469041,4.19608603880685,0,"less",0,"more",3.76593291363132e-299,"less",0,"less",4.5940480617577e-246,"more",1
"chrX",896619,897060,"em_common_peak-4939",-1.63224750231117,6.03344887771113,-2.16797758258975,-1.34023558436755,-0.0393481085817715,0,"less",0,"more",0,"less",0,"less",2.6711120338417e-155,"less",1
"chrX",898108,898305,"em_common_peak-4940",-2.4559796604664,-4.13520980283169,-3.16480443704048,-2.32128149895702,-0.0360735843865307,0,"less",0,"less",0,"less",0,"less",9.15310545183169e-155,"less",1
"chrX",898974,899461,"em_common_peak-4941",1.17651439904702,0.30639837260108,-1.9468568469078,-0.560105471771259,-0.0393556962750963,0.122328191193738,"equal",0,"more",0,"less",0,"less",2.6634933478269e-155,"less",1
"chrX",909681,910134,"em_common_peak-4942",4.55250967879828,5.77943809054652,9.21073142575911,0.810778157925425,-0.0404233007266011,0,"more",0,"more",0,"more",2.47870935047495e-219,"more",1.78181556649808e-155,"less",1
"chrX",949751,950369,"em_common_peak-4943",0.0130397816003492,0.179189559631379,-1.82175525765738,-1.29338051413522,-0.0393193030071974,0,"less",3.25475933770831e-286,"more",0,"less",0,"less",2.70023392213997e-155,"less",1
"chrX",952198,952505,"em_common_peak-4944",-3.09400438537726,-0.578791027335971,0.227551102486568,-0.622599686156313,-0.0467965076659543,0,"less",8.58625326188823e-204,"less",0,"less",0,"less",1.60908680530875e-156,"less",1
"chrX",958709,959072,"em_common_peak-4945",0,0,0,0,0,0,"less",9.22510585641551e-93,"more",0,"less",0,"less",6.20264086269245e-149,"less",1
"chrX",996548,996936,"em_common_peak-4946",2.28864562076619,1.62504913296718,-0.683612960932796,-1.84871165561892,-0.0359092137271117,0,"more",0,"more",0,"less",0,"less",9.73628086841389e-155,"less",1
"chrX",1003594,1003938,"em_common_peak-4947",2.21135676403482,1.26521864893653,-0.575776561132887,0.283629340227656,-0.0361514979686827,0,"more",0,"more",0,"less",3.80447144225546e-227,"less",8.88899101151909e-155,"less",1
"chrX",1008991,1009345,"em_common_peak-4948",-1.59242020835409,-4.9030789870323,-1.9122553432473,-1.08516303273116,7.49730297244948,0,"less",0,"less",0,"less",0,"less",0,"more",1
"chrX",1014952,1015357,"em_common_peak-4949",2.66961962108466,-1.05447453599283,0.667022137522876,-1.99077198341919,16.2129295783499,0,"more",0,"less",0,"less",0,"less",0,"more",1
"chrX",1018612,1018965,"em_common_peak-4950",-0.992052556185113,-3.72414157894501,-2.77059145994125,-2.39262812807297,-0.0407149189992606,0,"less",0,"less",0,"less",0,"less",1.59645361022132e-155,"less",1
"chrX",1020955,1021251,"em_common_peak-4951",0.862725644668491,-1.22435297371191,-0.271289671116849,-0.820981544644168,-0.0339746485371802,0,"less",0,"less",0,"less",0,"less",2.01340260275831e-154,"less",1
"chrX",1028752,1028980,"em_common_peak-4952",1.37542857776968,-8.62922497787718,-4.63524100485717,-0.995417579223752,-0.0802605359965584,1.31978458900187e-108,"more",0,"less",0,"less",0,"less",4.63074691144993e-162,"less",1
"chrX",1037648,1038116,"em_common_peak-4953",-2.01638028586528,-0.418302492634087,-2.21904454032119,-2.79872110408722,0.72134790487032,0,"less",3.38346780587019e-60,"less",0,"less",0,"less",5.1157690705781e-56,"less",1
"chrX",1048923,1049305,"em_common_peak-4954",-1.22158594344134,5.03401270259709,-1.46947801445385,-4.61483797584944,-0.0678665587858781,0,"less",0,"more",0,"less",0,"less",5.35951440970365e-160,"less",1
"chrX",1055750,1056130,"em_common_peak-4955",0.225972779306582,9.31090864647503,-1.92911311093228,0.111124912818415,-0.049968451137612,0,"less",0,"more",0,"less",0,"less",4.84763625827921e-157,"less",1
"chrX",1083132,1083453,"em_common_peak-4956",-3.62720158710324,1.84691339075008,-2.44726588957267,-3.7106273353715,-0.0605161699566618,0,"less",0,"more",0,"less",0,"less",8.84330550368905e-159,"less",1
"chrX",1116065,1116570,"em_common_peak-4957",4.26865307472289,-2.6648431952062,5.39010654033183,3.17555070444802,-0.0390556305626512,0,"more",0,"less",0,"more",0,"more",2.98197908334417e-155,"less",1
"chrX",1123129,1123607,"em_common_peak-4958",8.2020702267017,-5.47506709367355,-0.290779149346508,-1.73315587220871,-0.0582308977393361,0,"more",0,"less",0,"less",0,"less",2.10952883236896e-158,"less",1
"chrX",1154797,1155285,"em_common_peak-4959",-2.22118839974552,-2.39031890563414,-2.32563791405806,-0.329893964140011,0.530034335521468,0,"less",0,"less",0,"less",0,"less",2.92432738755129e-76,"less",1
"chrX",1162800,1163056,"em_common_peak-4960",4.62792737377127,-2.05227339461336,-0.251697308192643,3.39472713971505,-0.019280419098403,0,"more",0,"less",0,"less",0,"more",4.89848533898406e-152,"less",1
"chrX",1214291,1214588,"em_common_peak-4961",2.07240663361145,-0.22018768940103,5.52226219868896,4.21560683079317,0.403660883138103,0,"more",0.287766583603743,"equal",0,"more",0,"more",2.24597671227192e-91,"less",1
"chrX",1257806,1258088,"em_common_peak-4962",0,0,0,0,0,0,"less",9.22510585641551e-93,"more",0,"less",0,"less",6.20264086269245e-149,"less",1
"chrX",1280028,1280412,"em_common_peak-4963",2.20422787586947,1.8542518751156,11.7347664848506,1.06207807707489,-0.0486959656235104,0,"more",0,"more",0,"more",0,"more",7.84627458873202e-157,"less",1
"chrX",1280825,1281357,"em_common_peak-4964",6.93815716816918,-6.31700103750214,9.57932996965178,1.52564609319126,-0.0860386361706653,0,"more",0,"less",0,"more",0,"more",5.00164723087823e-163,"less",1
"chrX",1282058,1282532,"em_common_peak-4965",9.85661918145374,-4.67590386070195,6.96773870329748,-1.08125733729691,-0.0615788787552369,0,"more",0,"less",0,"more",0,"less",5.90039138909613e-159,"less",1
"chrX",1377075,1377516,"em_common_peak-4966",-3.07941714127406,-18.5244186522016,6.26181684197477,6.07277352333529,-0.141526965875607,0,"less",0,"less",0,"more",0,"more",1.86308870521264e-172,"less",1
"chrX",1399651,1400011,"em_common_peak-4967",-2.10562148929866,-4.51495275670837,5.2959549981828,-0.391681120430318,-0.0911447768276624,0,"less",0,"less",0,"more",0,"less",6.9594376608904e-164,"less",1
"chrX",1411954,1412455,"em_common_peak-4968",1.73253973339913,-2.62512905837021,-3.18388847042984,-1.56628079522385,69.0411543702265,0,"more",0,"less",0,"less",0,"less",0,"more",1
"chrX",1421930,1422409,"em_common_peak-4969",3.07460644757469,3.21625884266079,3.82411010689828,0.665154858784984,-0.0236685312613533,0,"more",0,"more",0,"more",1.48737909749087e-44,"more",9.53789621140154e-153,"less",1
"chrX",1460010,1460592,"em_common_peak-4970",-1.86660293468148,-0.292049811015261,3.90395591358674,-3.65582635184141,-0.0519047602001806,0,"less",1.43780377636566e-07,"less",0,"more",0,"less",2.32824183890912e-157,"less",1
"chrX",1465769,1466295,"em_common_peak-4971",-1.95289432976298,3.53859785745086,1.70934903289917,-2.84421490652418,5.70829096993071,0,"less",0,"more",2.62848720222614e-313,"less",0,"less",0,"more",1
"chrX",1466642,1467166,"em_common_peak-4972",6.6625662865489,-0.041169656758624,6.87043649792909,0.569781706001156,280.864065050277,0,"more",2.04333897568163e-63,"more",0,"more",0.0141892482652306,"more",0,"more",1
"chrX",1474175,1474451,"em_common_peak-4973",-0.747714093711044,-5.15785713252094,-1.2656999265958,-0.150139242984136,0.714123714390628,0,"less",0,"less",0,"less",0,"less",1.00523711783868e-56,"less",1
"chrX",1481161,1481624,"em_common_peak-4974",1.68790981403573,4.50626790290437,17.1669538181276,-4.01935001560575,-0.0981935632109389,0,"more",0,"more",0,"more",0,"less",4.53374648184989e-165,"less",1
"chrX",1486371,1486950,"em_common_peak-4975",2.82962858525014,1.53771348365862,-0.368999643339197,1.10679145260028,1.22257816208911,0,"more",0,"more",0,"less",0,"more",4.78532751628807e-18,"less",1
"chrX",1492710,1493181,"em_common_peak-4976",1.22865455575483,1.65523347424334,0.554915782105102,-2.07476999306366,0.303066500852699,3.06746884177033e-06,"more",0,"more",0,"less",0,"less",2.1340700727819e-104,"less",1
"chrX",1501660,1502233,"em_common_peak-4977",3.61411948754522,-0.585604529414599,5.68750604582451,0.124462433319245,2.15622818133217,0,"more",8.7362764837207e-212,"less",0,"more",0,"less",4.39067018721399e-06,"more",1
"chrX",1517190,1517689,"em_common_peak-4978",4.6476933166031,-3.74863407140975,2.72791761649552,-0.389216190169044,-0.0474298372673616,0,"more",0,"less",5.5917650081834e-80,"more",0,"less",1.26652311022645e-156,"less",1
"chrX",1518823,1519141,"em_common_peak-4979",4.40779535903187,1.39751516311294,7.24791884522261,-1.37999101412101,-0.0678946173313858,0,"more",0,"more",0,"more",0,"less",5.30235720243969e-160,"less",1
"chrX",1532030,1532467,"em_common_peak-4980",0.473544595162755,6.11249045157527,0.760402258121247,2.69182763418751,0.159061890816508,0,"less",0,"more",0,"less",0,"more",1.44481388171795e-124,"less",1
"chrX",1536292,1536773,"em_common_peak-4981",-3.10262655767912,-2.13388550031047,-1.84691531033736,1.85801248642402,0.289692698866785,0,"less",0,"less",0,"less",0,"more",3.40263914150899e-106,"less",1
"chrX",1543148,1543511,"em_common_peak-4982",1.28672441948248,-0.0709405346684659,5.30833629729124,-4.14293931758438,-0.0618688807270021,5.0564213149537e-31,"more",1.01326664120673e-45,"more",0,"more",0,"less",5.28333265485715e-159,"less",1
"chrX",1555462,1555674,"em_common_peak-4983",-0.501515052346225,-4.79610572845169,-2.72111463889548,-0.310384002416729,3.48550856746196,0,"less",0,"less",0,"less",0,"less",1.52263827676236e-121,"more",1
"chrX",1573887,1574189,"em_common_peak-4984",3.15598538148596,0.824632880383746,-0.577599844650437,0.241468007799706,19.1628807883272,0,"more",0,"more",0,"less",6.48146990970409e-304,"less",0,"more",1
"chrX",1606146,1606617,"em_common_peak-4985",-1.003610834449,7.29551507214602,1.91754852137527,-0.677635233434123,-0.0235624525395043,0,"less",0,"more",5.52884714916292e-152,"less",0,"less",9.92317377332219e-153,"less",1
"chrX",1607633,1608049,"em_common_peak-4986",0.53838130973685,3.68737465809205,-0.604534876927305,-2.88135714935042,-0.0517343400493483,0,"less",0,"more",0,"less",0,"less",2.48355272284393e-157,"less",1
"chrX",1620964,1621434,"em_common_peak-4987",-0.149745012750565,13.8357075522408,6.65529393133524,-4.24073642099486,-0.0571741632787256,0,"less",0,"more",0,"more",0,"less",3.15228520697513e-158,"less",1
"chrX",1673548,1674072,"em_common_peak-4988",0.00669188335630997,-0.989653138252029,-1.87622640180824,0.663431665768801,12.8580198492874,0,"less",0,"less",0,"less",2.74261029968034e-43,"more",0,"more",1
"chrX",1687910,1688353,"em_common_peak-4989",-0.0585507291274972,0.379174747580842,7.0489363471307,-0.44447291878591,-0.0751500880631414,0,"less",0,"more",0,"more",0,"less",3.29685621008448e-161,"less",1
"chrX",1706359,1706850,"em_common_peak-4990",0.589103447668392,-0.931608361541687,-1.56987943322219,1.92263877565125,-0.0286031281543123,0,"less",0,"less",0,"less",0,"more",1.50783944798135e-153,"less",1
"chrX",1725252,1725593,"em_common_peak-4991",3.73116075071858,-3.47853533703603,-0.0330267653664885,2.77452030391138,-0.0510452678690258,0,"more",0,"less",0,"less",0,"more",3.22437347126091e-157,"less",1
"chrX",1749894,1750281,"em_common_peak-4992",-0.200417456116877,-3.41743151844641,-2.00277304038424,2.52190963441751,-0.0481229038121295,0,"less",0,"less",0,"less",0,"more",9.74542250568107e-157,"less",1
"chrX",1787744,1788170,"em_common_peak-4993",5.64099046877924,-8.46110567641755,-0.0954241308260015,3.02342252841204,0.965109659724619,0,"more",0,"less",0,"less",0,"more",7.88080767798033e-35,"less",1
"chrX",1813526,1813935,"em_common_peak-4994",-1.17992517835938,-4.97165183290873,15.2541771162816,-0.698775165007786,-0.0631306842120265,0,"less",0,"less",0,"more",0,"less",3.26657404370212e-159,"less",1
"chrX",1814012,1814367,"em_common_peak-4995",-1.87623740281546,-4.70307812469661,0.45985305007209,0.920649581639256,-0.0631184610181881,0,"less",0,"less",0,"less",0,"more",3.28182923867168e-159,"less",1
"chrX",1825929,1826117,"em_common_peak-4996",0,0,0,0,0,0,"less",9.22510585641551e-93,"more",0,"less",0,"less",6.20264086269245e-149,"less",1
"chrX",1836138,1836961,"em_common_peak-4997",1.18126529597975,-1.88682751377818,2.80964715747962,1.34305951834852,4.73128393446451,0.32752819959978,"equal",0,"less",4.94142010325399e-122,"more",0,"more",0,"more",1
"chrX",1849454,1849748,"em_common_peak-4998",-0.0129903994946837,-0.0221796529889949,-0.0104834986569395,-0.0102654816196492,0.866754007691086,0,"less",3.00148534706155e-76,"more",0,"less",0,"less",9.29674888023625e-43,"less",1
"chrX",1864862,1865317,"em_common_peak-4999",4.47047385637119,-5.21033539215177,1.72247119057206,-1.94336783515212,11.1030702824206,0,"more",0,"less",1.95305635930539e-301,"less",0,"less",0,"more",1
"chrX",1866227,1866539,"em_common_peak-5000",4.6537846028232,-7.18407823675015,0.311987264536173,-3.67854114689965,1.14038803426665,0,"more",0,"less",0,"less",0,"less",8.82619261450922e-23,"less",1
"chrX",1875812,1876340,"em_common_peak-5001",5.09201799286653,-1.02878695833974,13.9624548758782,-0.936399680862779,-0.0438031695840405,0,"more",0,"less",0,"more",0,"less",4.98300465994565e-156,"less",1
"chrX",1878531,1878885,"em_common_peak-5002",0.840268289907648,-5.96657869445988,-0.241400129063535,-2.32980954361831,-0.038126329154227,0,"less",0,"less",0,"less",0,"less",4.23030699500427e-155,"less",1
"chrX",1883831,1884215,"em_common_peak-5003",4.97810738336227,0.064420795752888,9.15304116022924,0.121940159812631,-0.0443234430212997,0,"more",5.05301753571732e-150,"more",0,"more",0,"less",4.09469311049794e-156,"less",1
"chrX",1886259,1886667,"em_common_peak-5004",6.38488052235759,-4.43792802974031,10.567754262418,1.86041925594204,45.901664426481,0,"more",0,"less",0,"more",0,"more",0,"more",1
"chrX",1888243,1888657,"em_common_peak-5005",7.38240137972286,-2.52914253248853,5.01921171676444,4.36393831971229,-0.0422934078329226,0,"more",0,"less",0,"more",0,"more",8.80643795399091e-156,"less",1
"chrX",1926770,1927167,"em_common_peak-5006",4.65840467869467,-4.1595023714596,17.8177293412599,-4.47086320276193,-0.0782280194110895,0,"more",0,"less",0,"more",0,"less",1.01147659732153e-161,"less",1
"chrX",1930078,1930482,"em_common_peak-5007",2.96101784439718,-0.681520780907489,3.81727512168494,-0.00155077072885099,-0.0225065633731732,0,"more",0,"less",0,"more",0,"less",1.47157856180558e-152,"less",1
"chrX",2017070,2017536,"em_common_peak-5008",6.64513483599663,-3.19771383876291,4.37155334500762,1.76917977044369,-0.0671085025705632,0,"more",0,"less",0,"more",0,"more",7.15983536484648e-160,"less",1
"chrX",2030673,2030979,"em_common_peak-5009",1.85020883418465,-14.0319981625072,-4.20615342531671,1.50291805696886,-0.104530319587829,0,"more",0,"less",0,"less",0,"more",3.85911114438624e-166,"less",1
"chrX",2052583,2052951,"em_common_peak-5010",16.5795825788142,-14.9812998896011,-5.98400162199245,17.7742928296316,-0.13274147537236,0,"more",0,"less",0,"less",0,"more",6.03743123467842e-171,"less",1
"chrX",2085146,2085651,"em_common_peak-5011",1.52115694802296,0.0494219030553608,1.3294799429475,1.18915896768248,-0.0341810611933979,0,"more",1.86347332499179e-135,"more",0,"less",0,"more",1.86328417126822e-154,"less",1
"chrX",2171830,2172088,"em_common_peak-5012",-2.5834940741205,-2.88508755345998,0.523667350915671,-0.110285339684137,-0.0412270147616556,0,"less",0,"less",0,"less",0,"less",1.3163266520777e-155,"less",1
"chrX",2174314,2174672,"em_common_peak-5013",0.242501070589964,-2.34013786091746,-1.0683839664149,0.775383171142984,36.967397583874,0,"less",0,"less",0,"less",1.5352201893495e-164,"more",0,"more",1
"chrX",2174770,2175031,"em_common_peak-5014",2.45637886559945,0.0762792883775388,-0.313170091709349,3.24204580067492,38.9878257487052,0,"more",4.53738361702015e-162,"more",0,"less",0,"more",0,"more",1
"chrX",2176663,2177089,"em_common_peak-5015",10.7189430458059,-6.01469191458272,7.38551107154319,-0.992461235280996,-0.0600465505917486,0,"more",0,"less",0,"more",0,"less",1.05740570325529e-158,"less",1
"chrX",2177531,2177936,"em_common_peak-5016",8.932408989916,-2.94481535078729,3.91041951669687,0.605807845122451,-0.034070241630402,0,"more",0,"less",0,"more",9.33044049677955e-12,"more",1.94243505439019e-154,"less",1
"chrX",2178773,2179051,"em_common_peak-5017",-0.39451448286574,-0.715143455256246,-0.03278687027775,1.81580019146202,68.0053745433193,0,"less",0,"less",0,"less",0,"more",0,"more",1
"chrX",2179455,2180261,"em_common_peak-5018",16.4571521978719,-2.50839585673286,8.1116553217647,1.03464081312747,0.243948911841101,0,"more",0,"less",0,"more",0,"more",1.84812063418271e-112,"less",1
"chrX",2180873,2181239,"em_common_peak-5019",10.9573157831609,-3.28903472512715,4.18077991632069,2.56283858672206,16.4047415256828,0,"more",0,"less",0,"more",0,"more",0,"more",1
"chrX",2186843,2187503,"em_common_peak-5020",10.1889103743456,-6.14557884831473,3.52962718922174,5.03730575548249,2.60639237332598,0,"more",0,"less",0,"more",0,"more",4.78338054124131e-28,"more",1
"chrX",2191177,2191526,"em_common_peak-5021",3.90382657502479,-4.93016899773025,4.79123985030182,-0.624780517830835,-0.0528955723981885,0,"more",0,"less",0,"more",0,"less",1.59928074017876e-157,"less",1
"chrX",2215206,2215852,"em_common_peak-5022",-0.640225214459856,0.433451231067279,-1.70450124548824,-0.167578608040966,2.80872260580723,0,"less",0,"more",0,"less",0,"less",1.27406857578677e-43,"more",1
"chrX",2226021,2226483,"em_common_peak-5023",-1.8333179588655,1.79648617377417,9.81031416904288,-2.22271254095655,0.540659834198962,0,"less",0,"more",0,"more",0,"less",4.71708832587773e-75,"less",1
"chrX",2227535,2227951,"em_common_peak-5024",1.20199155932215,0.126864025207271,0.511347589818765,2.09155717545416,-0.0299055611423837,0.136223117932758,"equal",1.05015945416677e-218,"more",0,"less",0,"more",9.25896941936877e-154,"less",1
"chrX",2230337,2230604,"em_common_peak-5025",5.93690711208784,-4.15267600491507,2.28415143265265,0.728373509888442,-0.041082109352314,0,"more",0,"less",5.872103409716e-09,"less",5.61416423498462e-104,"more",1.39019715672535e-155,"less",1
"chrX",2256663,2257062,"em_common_peak-5026",1.75705476116142,-2.71976093886815,-2.23175829236708,-1.92553020315306,19.8337230002617,0,"more",0,"less",0,"less",0,"less",0,"more",1
"chrX",2260087,2260451,"em_common_peak-5027",11.1248684795824,-2.44119551746118,4.85377249162736,4.11392391924848,-0.0511354826120263,0,"more",0,"less",0,"more",0,"more",3.11605265483459e-157,"less",1
"chrX",2279767,2280215,"em_common_peak-5028",-0.132631442061573,2.06291754124513,1.44770264645146,-2.05178677080424,-0.037197821784087,0,"less",0,"more",0,"less",0,"less",5.99839109815675e-155,"less",1
"chrX",2342272,2342744,"em_common_peak-5029",10.525837185692,-1.64158900955739,11.7432047753067,10.8761672073566,-0.0877805074419326,0,"more",0,"less",0,"more",0,"more",2.55371905958317e-163,"less",1
"chrX",2360937,2361313,"em_common_peak-5030",3.86076964967492,-0.547470503812175,1.95377176279071,2.47632023460341,55.5850771517085,0,"more",4.91554944404962e-169,"less",7.9277993054402e-130,"less",0,"more",0,"more",1
"chrX",2371621,2372139,"em_common_peak-5031",-0.383862011368777,-0.396850197417585,0.0903161800492758,-2.53498325365296,2.87756862418087,0,"less",1.64237985152258e-47,"less",0,"less",0,"less",9.89857495277318e-50,"more",1
